Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-ul9c,checkpoint-yhhe,checkpoint-43k7,branch-r1a2,checkpoint-6g2b,Current direct ax/tx BDD object-2 Response,Current direct ax/tx BDD object-2 Quantised,Current ax/tx BDD details object-29 Response,Current ax/tx BDD details object-29 Quantised,Frequency of BDD in current service object-3 Response,Frequency of BDD in current service object-3 Quantised,N BDD per year current service object-4 Response,N BDD per year current service object-4 Quantised,Previous direct ax/tx BDD object-21 Response,Previous direct ax/tx BDD object-21 Quantised,Prev ax/tx BDD details object-30 Response,Prev ax/tx BDD details object-30 Quantised,Guidelines for BDD object-15 Value,Protocols for BDD object-17 Value,Anything else to tell us object-19 Value
1,1746096808597,01/05/2025 10:53:28,1746100408597,1,01/05/2025 12:53:28,212748,1,questionnaire-5n73,,45783932,s3l6ufx4,13322573,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1258x546,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both assessed and treated BDD,3,Every 6-12 months,4,26 to 35,5,Yes,1,Both assessed and treated BDD,3,Nice Guidance,"BDD - David Veale
CBT for BDD by Wilhelm et al
",I attended some training with David Veale some years back and it was excellent
1,1746101326284,01/05/2025 12:08:46,1746104926284,1,01/05/2025 14:08:46,212748,1,questionnaire-5n73,,45785445,pa462tpx,13323341,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x568,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Less than once a year,5,0 to 5,1,No,2,,,None,None,
1,1746101353401,01/05/2025 12:09:13,1746104953401,1,01/05/2025 14:09:13,212748,1,questionnaire-5n73,,45785449,nupmvrdv,13323338,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1536x864,1334x628,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Unsure,7,6 to 10,2,No,2,,,None,None,
1,1746101460482,01/05/2025 12:11:00,1746105060482,1,01/05/2025 14:11:00,212748,1,questionnaire-5n73,,45785502,o5ymb46t,13323352,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1264x594,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Never,6,0 to 5,1,No,2,,,"CBT talking therapies
SSRI with ERP",No,
1,1746101494198,01/05/2025 12:11:34,1746105094198,1,01/05/2025 14:11:34,212748,1,questionnaire-5n73,,45785517,5xbifmxe,13323379,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Less than once a year,5,0 to 5,1,No,2,,,I am not aware of any ,I am not aware of any ,I have very limited experience of this - however would research it so i understood it should i have a patient present with this 
1,1746101612198,01/05/2025 12:13:32,1746105212198,1,01/05/2025 14:13:32,212748,1,questionnaire-5n73,,45785567,ck0i8sh5,13323414,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x568,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Less than once a year,5,0 to 5,1,Yes,1,Both assessed and treated BDD,3,https://www.nice.org.uk/Guidance/CG31,Maudsley,
1,1746103817857,01/05/2025 12:50:17,1746107417857,1,01/05/2025 14:50:17,212748,1,questionnaire-5n73,,45786294,kdhvubqr,13323730,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x1024,1232x872,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Never,6,0 to 5,1,Unsure,3,,,no,no,
1,1746106886864,01/05/2025 13:41:26,1746110486864,1,01/05/2025 15:41:26,212748,1,questionnaire-5n73,,45787702,7vd2gyml,13324101,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Unsure,7,6 to 10,2,No,2,,,No and I don't think I have received any teaching on BDD throughout my CWP or DClin training.,No.,No.
1,1746107452515,01/05/2025 13:50:52,1746111052515,1,01/05/2025 15:50:52,212748,1,questionnaire-5n73,,45788084,iiv5v0i6,13324267,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Never,6,0 to 5,1,No,2,,,No,No,
1,1746107676788,01/05/2025 13:54:36,1746111276788,1,01/05/2025 15:54:36,212748,1,questionnaire-5n73,,45788185,onu6nols,13324155,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1600x900,1592x740,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Only assessed BDD,1,Every 6-12 months,4,0 to 5,1,No,2,,,NICE,not by name,"as it is quite uncommon, not many people have confidence in diagnosing or treating it. potentially could go under reported"
1,1746108069665,01/05/2025 14:01:09,1746111669665,1,01/05/2025 16:01:09,212748,1,questionnaire-5n73,,45788400,x1yxzdzs,13324214,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Never,6,0 to 5,1,No,2,,,No,No,I have not had any experience with BDD and had limited understanding of it. 
1,1746108135840,01/05/2025 14:02:15,1746111735840,1,01/05/2025 16:02:15,212748,1,questionnaire-5n73,,45788432,veqcy28p,13324316,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Never,6,0 to 5,1,No,2,,,none ,none,
1,1746108191856,01/05/2025 14:03:11,1746111791856,1,01/05/2025 16:03:11,212748,1,questionnaire-5n73,,45788451,n2nbnwng,13324291,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both assessed and treated BDD,3,Every 2-6 months,3,More than 66,8,Yes,1,Both assessed and treated BDD,3,NICE guidelines,The Broken Mirror,I have recently had a good outcome with a young person with BDD who also has ASD. ADHD and LD. She has had a full remission of symptoms. 
1,1746108291818,01/05/2025 14:04:51,1746111891818,1,01/05/2025 16:04:51,212748,1,questionnaire-5n73,,45788494,0v0a5ktd,13324343,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1200,1912x1040,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Never,6,0 to 5,1,No,2,,,no ,no,I am a leanring disability nurse and work with moderate to severe LD 
1,1746108539359,01/05/2025 14:08:59,1746112139359,1,01/05/2025 16:08:59,212748,1,questionnaire-5n73,,45788610,c2f0b02n,13324021,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Every 6-12 months,4,0 to 5,1,Yes,1,Only treated BDD,2,None,None,
1,1746111531074,01/05/2025 14:58:51,1746115131074,1,01/05/2025 16:58:51,212748,1,questionnaire-5n73,,45789931,chpsl8ct,13324823,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1185x570,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Unsure,3,,,Less than once a year,5,6 to 10,2,Unsure,3,,,unsure,unsure,no 
1,1746112713032,01/05/2025 15:18:33,1746116313032,1,01/05/2025 17:18:33,212748,1,questionnaire-5n73,,45790471,emnpte55,13324559,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Never,6,0 to 5,1,No,2,,,no,The Body Project,
1,1746114081466,01/05/2025 15:41:21,1746117681466,1,01/05/2025 17:41:21,212748,1,questionnaire-5n73,,45791080,cmrarx4r,13325180,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x1024,1225x874,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Unsure,7,11 to 15,3,No,2,,,None,None,None
1,1746116690357,01/05/2025 16:24:50,1746120290357,1,01/05/2025 18:24:50,212748,1,questionnaire-5n73,,45792168,bewyrtmt,13325212,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Unsure,7,6 to 10,2,Not applicable (I haven't worked in other services),4,,,none,none,
1,1746122387235,01/05/2025 17:59:47,1746125987235,1,01/05/2025 19:59:47,212748,1,questionnaire-5n73,,45793750,zgzhhbzx,13326026,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Never,6,0 to 5,1,No,2,,,No,No,No i have not had experience of this
1,1746130300216,01/05/2025 20:11:40,1746133900216,1,01/05/2025 22:11:40,212748,1,questionnaire-5n73,,45796692,0jmc80vm,13326610,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Unsure,7,More than 66,8,No,2,,,none. ,none. ,
1,1746132084127,01/05/2025 20:41:24,1746135684127,1,01/05/2025 22:41:24,212748,1,questionnaire-5n73,,45797442,kfjt9yqm,13326955,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x768,1272x654,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Unsure,7,6 to 10,2,No,2,,,I am not aware of any but that is not the area in which I work,I am not aware of any but again this is not the area in which I work,
1,1746171243086,02/05/2025 07:34:03,1746174843086,1,02/05/2025 09:34:03,212748,1,questionnaire-5n73,,45802418,ard9cooo,13328484,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Every week,1,More than 66,8,No,2,,,"Obsessive-compulsive disorder and body dysmorphic disorder: treatment
Clinical guideline
Reference number:CG31
Published: 29 November 2005",No,
1,1746173222875,02/05/2025 08:07:02,1746176822875,1,02/05/2025 10:07:02,212748,1,questionnaire-5n73,,45802951,7dslqe08,13328616,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both assessed and treated BDD,3,Every week,1,36 to 50,6,Yes,1,Both assessed and treated BDD,3,NICE guidlines,CBT for BDD,
1,1746173721280,02/05/2025 08:15:21,1746177321280,1,02/05/2025 10:15:21,212748,1,questionnaire-5n73,,45803198,bywx291a,13328586,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x568,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Less than once a year,5,0 to 5,1,No,2,,,NICE Guidance ,No ,No
1,1746174693363,02/05/2025 08:31:33,1746178293363,1,02/05/2025 10:31:33,212748,1,questionnaire-5n73,,45803652,siv6wsx4,13328850,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1185x570,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Less than once a year,5,0 to 5,1,No,2,,,no,no,ed triage questions weight/ heght/ bloods
1,1746177921066,02/05/2025 09:25:21,1746181521066,1,02/05/2025 11:25:21,212748,1,questionnaire-5n73,,45805091,zlsvgjv3,13329299,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Every month,2,36 to 50,6,No,2,,,none,none,
1,1746178647810,02/05/2025 09:37:27,1746182247810,1,02/05/2025 11:37:27,212748,1,questionnaire-5n73,,45805534,qpo899s0,13328807,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Every 2-6 months,3,16 to 25,4,Yes,1,Both assessed and treated BDD,3,NICE guidelines for OCD/BDD,No,"Previously I have usually used a CBT approach which draws on both social anxiety and BDD work. I also worked with parents to support them to respond in a balanced way where they reduce reassurance but increase sense of safety.
If I were to work with a young person now I would be more inclined to use an ACT approach as i have found it really difficult to establish any cognitive dissonance in BDD and and acceptance of the root of the concern being over valued ideas rather than something wrong.
However, I have also come across people where surgery/treatment has actually reduced concerns.  Therefore I think it is diffciutl to have strict guidelines on not seeing plastic surgeons/dermatolgists.  Therefore I think using an ACT approach to the young person and family decision making may help with these questions that there are not hard a fast rules for.  "
1,1746196698926,02/05/2025 14:38:18,1746200298926,1,02/05/2025 16:38:18,212748,1,questionnaire-5n73,,45816839,bcm8zion,13330865,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both assessed and treated BDD,3,Every 2-6 months,3,0 to 5,1,Yes,1,Only assessed BDD,1,"MARSIPAN 

None ",None ,"BDD can present in a variety of subtle ways and can be hard to detect outright at first as BDD.  It is not uncommon sadly for young people to experience mental health problems around their body size, weight, and shape.  BDD requires specialist skills, knowledge, and experience, to assess and treat in depth, beyond surface level intervention to prevent risk increasing and compensatory behaviours to manage the BDD affecting physical health : e.g self harm, restricted eating, developing.  Assessing and treating BDD skillfully is training CAMHS services could really benefit from a great deal.  Knowledge and awareness increases early identification of and intervention for this condition.  A young person may not always say outright or be aware themselves that they have BDD.  "
1,1746197633262,02/05/2025 14:53:53,1746201233262,1,02/05/2025 16:53:53,212748,1,questionnaire-5n73,,45817304,nrqqa0mb,13332515,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Never,6,0 to 5,1,No,2,,,NICE guidance,No,
1,1746198059368,02/05/2025 15:00:59,1746201659368,1,02/05/2025 17:00:59,212748,1,questionnaire-5n73,,45817461,t32om1fy,13332599,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x568,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Only assessed BDD,1,Every 6-12 months,4,0 to 5,1,No,2,,,No,No,Very limited knowledge of this and rarely diagnosed/identified as a concern
1,1746517386543,06/05/2025 07:43:06,1746520986543,1,06/05/2025 09:43:06,212748,1,questionnaire-5n73,,45887268,s4l7jerd,13353252,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Unsure,7,11 to 15,3,Unsure,3,,,Unsure,Unsure,I do not have any experience of this or know much about therapy for it.
1,1746517848647,06/05/2025 07:50:48,1746521448647,1,06/05/2025 09:50:48,212748,1,questionnaire-5n73,,45887411,p8zdrhm6,13353332,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Unsure,3,,,Unsure,7,0 to 5,1,No,2,,,none,none,
1,1746519835419,06/05/2025 08:23:55,1746523435419,1,06/05/2025 10:23:55,212748,1,questionnaire-5n73,,45888220,5m4wpnlz,13353507,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Less than once a year,5,0 to 5,1,No,2,,,"No, EDT teams have a group they run for BDD alongside eating disorders but I am not aware of any in addition to this for someone who doesn't have an eating disorder/disordered eating",No,Would like to gain more experience. 
1,1746521335100,06/05/2025 08:48:55,1746524935100,1,06/05/2025 10:48:55,212748,1,questionnaire-5n73,,45889031,bblz4kyd,13353754,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1536x864,1528x712,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Unsure,7,6 to 10,2,No,2,,,none,none,
1,1746521442526,06/05/2025 08:50:42,1746525042526,1,06/05/2025 10:50:42,212748,1,questionnaire-5n73,,45889083,5l6pfsim,13353685,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Every 2-6 months,3,11 to 15,3,No,2,,,NICE guidelines for OCD and BDD,The international OCD foundation provides overview of CBT evidence for BDD including Veale and Wilhelm,It is an area I ahven't exclusively treatment.I would seek guidance from supervision. 
1,1746522147200,06/05/2025 09:02:27,1746525747200,1,06/05/2025 11:02:27,212748,1,questionnaire-5n73,,45889390,qlpc923s,13353731,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1536x864,1142x712,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Only treated BDD,2,Less than once a year,5,0 to 5,1,No,2,,,NICE guidelines,As previous answer,I have limited experience of working with this presentation
1,1746524397774,06/05/2025 09:39:57,1746527997774,1,06/05/2025 11:39:57,212748,1,questionnaire-5n73,,45890863,wtas11ec,13354125,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1232x568,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Unsure,7,16 to 25,4,Not applicable (I haven't worked in other services),4,,,none,none,
1,1746539690797,06/05/2025 13:54:50,1746543290797,1,06/05/2025 15:54:50,212748,1,questionnaire-5n73,,45900634,z867aweb,13356534,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Unsure,3,,,Less than once a year,5,6 to 10,2,Unsure,3,,,none,none,I work in an Eating Disorders service so may well be an overlap between ED and BDD.  I wonder too if I have diagnosed OCD in patients who may have been diagnosable with BDD
1,1746560748748,06/05/2025 19:45:48,1746564348748,1,06/05/2025 21:45:48,212748,1,questionnaire-5n73,,45911583,pzgblw47,13359973,,complete,,,mobile,undefined K,Android 10,Chrome 135.0.0.0,412x892,411x756,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Only treated BDD,2,Every 6-12 months,4,0 to 5,1,No,2,,,none,none,none
1,1746614399237,07/05/2025 10:39:59,1746617999237,1,07/05/2025 12:39:59,212748,1,questionnaire-5n73,,45926726,a0tp49ps,13362431,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Unsure,7,0 to 5,1,No,2,,,CBT or medication,None,
1,1746618635735,07/05/2025 11:50:35,1746622235735,1,07/05/2025 13:50:35,212748,1,questionnaire-5n73,,45932453,2mvndtqe,13364921,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Unsure,7,6 to 10,2,No,2,,,none,none,
1,1746619555314,07/05/2025 12:05:55,1746623155314,1,07/05/2025 14:05:55,212748,1,questionnaire-5n73,,45934139,ebodnz27,13365354,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1360x768,1352x608,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Every 6-12 months,4,6 to 10,2,No,2,,,None,None,
1,1746702069404,08/05/2025 11:01:09,1746705669404,1,08/05/2025 13:01:09,212748,1,questionnaire-5n73,,45982588,wx9vy8sv,13376447,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1536x864,1030x658,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Unsure,7,16 to 25,4,No,2,,,none,none,I think our eating disorder team in CAMHS are likely to see majority of cases presenting with this disorder - I worry that sometimes other CAMHS clinicians like myself are not exposed to these diagnoses enough so lack experience and knowledge in identifying this and could be overshadowed by other areas of concern like risk behaviours 
1,1747136715004,13/05/2025 11:45:15,1747140315004,1,13/05/2025 13:45:15,212748,1,questionnaire-5n73,,46126418,rqugorwv,13409814,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1920x1080,1912x928,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Only assessed BDD,1,Every 6-12 months,4,0 to 5,1,No,2,,,none,none,none
1,1747149660708,13/05/2025 15:21:00,1747153260708,1,13/05/2025 17:21:00,212748,1,questionnaire-5n73,,46137462,ohpnp488,13413045,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Unsure,7,0 to 5,1,Not applicable (I haven't worked in other services),4,,,no,no,Im a learning disability nurse so exposure is limited 
1,1747209721913,14/05/2025 08:02:01,1747213321913,1,14/05/2025 10:02:01,212748,1,questionnaire-5n73,,46158817,ey6thplr,13417234,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1920x1080,1912x962,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both assessed and treated BDD,3,Never,6,0 to 5,1,No,2,,,None,None,
1,1747253982139,14/05/2025 20:19:42,1747257582139,1,14/05/2025 22:19:42,212748,1,questionnaire-5n73,,46191864,foyzb4nl,13424591,,complete,,,mobile,undefined K,Android 10,Chrome 136.0.0.0,320x712,320x581,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Unsure,3,,,Every month,2,26 to 35,5,Yes,1,Both assessed and treated BDD,3,none,none,
