Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-ul9c,checkpoint-yhhe,checkpoint-43k7,branch-r1a2,checkpoint-6g2b,OCD Training object-2 Response,OCD Training object-2 Quantised,OCD training details object-3 Response,OCD training details object-3 Quantised,BDD Training object-4 Response,BDD Training object-4 Quantised,BDD training details object-13 Response,BDD training details object-13 Quantised
1,1746111851019,01/05/2025 15:04:11,1746115451019,1,01/05/2025 17:04:11,212748,1,questionnaire-ero5,,45790060,chpsl8ct,13324823,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1185x570,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1746112167023,01/05/2025 15:09:27,1746115767023,1,01/05/2025 17:09:27,212748,1,questionnaire-ero5,,45790221,c2f0b02n,13324021,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,Yes,1,Both the diagnosis and treatment of BDD,3
1,1746112763519,01/05/2025 15:19:23,1746116363519,1,01/05/2025 17:19:23,212748,1,questionnaire-ero5,,45790507,emnpte55,13324559,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1746114127905,01/05/2025 15:42:07,1746117727905,1,01/05/2025 17:42:07,212748,1,questionnaire-ero5,,45791099,cmrarx4r,13325180,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x1024,1225x874,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1746116743834,01/05/2025 16:25:43,1746120343834,1,01/05/2025 18:25:43,212748,1,questionnaire-ero5,,45792194,bewyrtmt,13325212,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1746122432283,01/05/2025 18:00:32,1746126032283,1,01/05/2025 20:00:32,212748,1,questionnaire-ero5,,45793759,zgzhhbzx,13326026,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1746130344676,01/05/2025 20:12:24,1746133944676,1,01/05/2025 22:12:24,212748,1,questionnaire-ero5,,45796723,0jmc80vm,13326610,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1746132215340,01/05/2025 20:43:35,1746135815340,1,01/05/2025 22:43:35,212748,1,questionnaire-ero5,,45797499,kfjt9yqm,13326955,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x768,1272x654,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1746171476754,02/05/2025 07:37:56,1746175076754,1,02/05/2025 09:37:56,212748,1,questionnaire-ero5,,45802467,ard9cooo,13328484,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1746173436048,02/05/2025 08:10:36,1746177036048,1,02/05/2025 10:10:36,212748,1,questionnaire-ero5,,45803053,7dslqe08,13328616,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,Yes,1,Both the diagnosis and treatment of BDD,3
1,1746173784879,02/05/2025 08:16:24,1746177384879,1,02/05/2025 10:16:24,212748,1,questionnaire-ero5,,45803235,bywx291a,13328586,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x568,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1746174730833,02/05/2025 08:32:10,1746178330833,1,02/05/2025 10:32:10,212748,1,questionnaire-ero5,,45803673,siv6wsx4,13328850,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1185x570,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1746177989076,02/05/2025 09:26:29,1746181589076,1,02/05/2025 11:26:29,212748,1,questionnaire-ero5,,45805127,zlsvgjv3,13329299,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1746179065006,02/05/2025 09:44:25,1746182665006,1,02/05/2025 11:44:25,212748,1,questionnaire-ero5,,45805733,qpo899s0,13328807,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1746197614296,02/05/2025 14:53:34,1746201214296,1,02/05/2025 16:53:34,212748,1,questionnaire-ero5,,45817294,bcm8zion,13330865,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1746197690204,02/05/2025 14:54:50,1746201290204,1,02/05/2025 16:54:50,212748,1,questionnaire-ero5,,45817323,nrqqa0mb,13332515,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1746198133125,02/05/2025 15:02:13,1746201733125,1,02/05/2025 17:02:13,212748,1,questionnaire-ero5,,45817497,t32om1fy,13332599,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x568,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1746517488384,06/05/2025 07:44:48,1746521088384,1,06/05/2025 09:44:48,212748,1,questionnaire-ero5,,45887298,s4l7jerd,13353252,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1746517958962,06/05/2025 07:52:38,1746521558962,1,06/05/2025 09:52:38,212748,1,questionnaire-ero5,,45887452,p8zdrhm6,13353332,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1746519928878,06/05/2025 08:25:28,1746523528878,1,06/05/2025 10:25:28,212748,1,questionnaire-ero5,,45888265,5m4wpnlz,13353507,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1746521378482,06/05/2025 08:49:38,1746524978482,1,06/05/2025 10:49:38,212748,1,questionnaire-ero5,,45889060,bblz4kyd,13353754,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1536x864,1528x712,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Only the treatment of OCD,2,No,2,,
1,1746521926260,06/05/2025 08:58:46,1746525526260,1,06/05/2025 10:58:46,212748,1,questionnaire-ero5,,45889307,5l6pfsim,13353685,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1746522219647,06/05/2025 09:03:39,1746525819647,1,06/05/2025 11:03:39,212748,1,questionnaire-ero5,,45889415,qlpc923s,13353731,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1536x864,1142x712,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1746524453759,06/05/2025 09:40:53,1746528053759,1,06/05/2025 11:40:53,212748,1,questionnaire-ero5,,45890912,wtas11ec,13354125,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1232x568,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1746539837606,06/05/2025 13:57:17,1746543437606,1,06/05/2025 15:57:17,212748,1,questionnaire-ero5,,45900713,z867aweb,13356534,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,Yes,1,Only the diagnosis of BDD,1
1,1746560844924,06/05/2025 19:47:24,1746564444924,1,06/05/2025 21:47:24,212748,1,questionnaire-ero5,,45911608,pzgblw47,13359973,,complete,,,mobile,undefined K,Android 10,Chrome 135.0.0.0,412x892,411x756,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,Yes,1,Both the diagnosis and treatment of BDD,3
1,1746614559090,07/05/2025 10:42:39,1746618159090,1,07/05/2025 12:42:39,212748,1,questionnaire-ero5,,45926848,a0tp49ps,13362431,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1746618833006,07/05/2025 11:53:53,1746622433006,1,07/05/2025 13:53:53,212748,1,questionnaire-ero5,,45932705,2mvndtqe,13364921,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Only the diagnosis of OCD,1,No,2,,
1,1746619613964,07/05/2025 12:06:53,1746623213964,1,07/05/2025 14:06:53,212748,1,questionnaire-ero5,,45934314,ebodnz27,13365354,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1360x768,1352x608,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1746702223615,08/05/2025 11:03:43,1746705823615,1,08/05/2025 13:03:43,212748,1,questionnaire-ero5,,45982702,wx9vy8sv,13376447,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1536x864,1528x712,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1747136751151,13/05/2025 11:45:51,1747140351151,1,13/05/2025 13:45:51,212748,1,questionnaire-ero5,,46126450,rqugorwv,13409814,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1920x1080,1912x928,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1747149708106,13/05/2025 15:21:48,1747153308106,1,13/05/2025 17:21:48,212748,1,questionnaire-ero5,,46137509,ohpnp488,13413045,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1747209773306,14/05/2025 08:02:53,1747213373306,1,14/05/2025 10:02:53,212748,1,questionnaire-ero5,,46158836,ey6thplr,13417234,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1920x1080,1912x962,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1747254117426,14/05/2025 20:21:57,1747257717426,1,14/05/2025 22:21:57,212748,1,questionnaire-ero5,,46191889,foyzb4nl,13424591,,complete,,,mobile,undefined K,Android 10,Chrome 136.0.0.0,320x712,320x581,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1747296042763,15/05/2025 08:00:42,1747299642763,1,15/05/2025 10:00:42,212748,1,questionnaire-ero5,,46197718,zxauqoqn,13426226,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
END OF FILE
