Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,order-ot79,branch-g31k,branch-5gtn,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet
5,1695841314872,27/09/2023 19:01:54,1695826914872,-4,27/09/2023 11:01:54,144636,5,task-gjqt,,31906163,AOF71DPLAWI5M,9434786,,complete,eilfgx,36DSNE9QZBX6OUNO6Q8VY53UR17JOR,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1364x768,1282x602,,,0,BIQ (Charlotte),3,GHFIEJDACB,Failed AC2,Passed AC1,Spreadsheet1,1,BIQ,Screen 1,9dh6eq,1,response,6,6940.043,8454.146,8470.812000000002,6940.043,8454.146,8470.812000000002,1,6940.043,1530.769000000002,0,,Rating Scale,Rating Scale,17,object-80,BIQ,
6,1695841326550,27/09/2023 19:02:06,1695826926550,-4,27/09/2023 11:02:06,144636,5,task-gjqt,,31906163,AOF71DPLAWI5M,9434786,,complete,eilfgx,36DSNE9QZBX6OUNO6Q8VY53UR17JOR,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1364x768,1282x602,,,0,BIQ (Charlotte),3,GHFIEJDACB,Failed AC2,Passed AC1,Spreadsheet1,1,BIQ,Screen 2,o21mwi,2,continue,,11699.516999928474,11692.155999999999,11699.516999928474,11699.516999928474,11692.155999999999,11699.516999928474,1,11699.516999928474,0,0,,Click To Continue,Continue Button,22,object-50,BIQ,
7,1695841326554,27/09/2023 19:02:06,1695826926554,-4,27/09/2023 11:02:06,144636,5,task-gjqt,,31906163,AOF71DPLAWI5M,9434786,,complete,eilfgx,36DSNE9QZBX6OUNO6Q8VY53UR17JOR,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1364x768,1282x602,,,0,BIQ (Charlotte),3,GHFIEJDACB,Failed AC2,Passed AC1,Spreadsheet1,1,BIQ,Screen 2,o21mwi,2,response,6,6079.009999999998,11692.155999999999,11703.616999952315,6079.009999999998,11692.155999999999,11703.616999952315,1,6079.009999999998,5624.606999952317,0,,Rating Scale,Rating Scale,2,object-259,BIQ,
8,1695841326554,27/09/2023 19:02:06,1695826926554,-4,27/09/2023 11:02:06,144636,5,task-gjqt,,31906163,AOF71DPLAWI5M,9434786,,complete,eilfgx,36DSNE9QZBX6OUNO6Q8VY53UR17JOR,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1364x768,1282x602,,,0,BIQ (Charlotte),3,GHFIEJDACB,Failed AC2,Passed AC1,Spreadsheet1,1,BIQ,Screen 2,o21mwi,2,response,4,7969.404999999999,11692.155999999999,11704.216999976157,7969.404999999999,11692.155999999999,11704.216999976157,1,7969.404999999999,3734.8119999761584,0,,Rating Scale,Rating Scale,9,object-36,BIQ,
9,1695841326555,27/09/2023 19:02:06,1695826926555,-4,27/09/2023 11:02:06,144636,5,task-gjqt,,31906163,AOF71DPLAWI5M,9434786,,complete,eilfgx,36DSNE9QZBX6OUNO6Q8VY53UR17JOR,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1364x768,1282x602,,,0,BIQ (Charlotte),3,GHFIEJDACB,Failed AC2,Passed AC1,Spreadsheet1,1,BIQ,Screen 2,o21mwi,2,response,8,9947.810999999998,11692.155999999999,11704.716999976157,9947.810999999998,11692.155999999999,11704.716999976157,1,9947.810999999998,1756.9059999761594,0,,Rating Scale,Rating Scale,16,object-86,BIQ,
10,1695841335688,27/09/2023 19:02:15,1695826935688,-4,27/09/2023 11:02:15,144636,5,task-gjqt,,31906163,AOF71DPLAWI5M,9434786,,complete,eilfgx,36DSNE9QZBX6OUNO6Q8VY53UR17JOR,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1364x768,1282x602,,,0,BIQ (Charlotte),3,GHFIEJDACB,Failed AC2,Passed AC1,Spreadsheet1,1,BIQ,Screen 3,iz3the,3,continue,,9145.360999928474,9132.670999999998,9145.360999928474,9145.360999928474,9132.670999999998,9145.360999928474,1,9145.360999928474,0,0,,Click To Continue,Continue Button,22,object-73,BIQ,
11,1695841335688,27/09/2023 19:02:15,1695826935688,-4,27/09/2023 11:02:15,144636,5,task-gjqt,,31906163,AOF71DPLAWI5M,9434786,,complete,eilfgx,36DSNE9QZBX6OUNO6Q8VY53UR17JOR,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1364x768,1282x602,,,0,BIQ (Charlotte),3,GHFIEJDACB,Failed AC2,Passed AC1,Spreadsheet1,1,BIQ,Screen 3,iz3the,3,response,7,3111.2659999999996,9132.670999999998,9146.060999976158,3111.2659999999996,9132.670999999998,9146.060999976158,1,3111.2659999999996,6034.794999976159,0,,Rating Scale,Rating Scale,2,object-53,BIQ,
12,1695841335689,27/09/2023 19:02:15,1695826935689,-4,27/09/2023 11:02:15,144636,5,task-gjqt,,31906163,AOF71DPLAWI5M,9434786,,complete,eilfgx,36DSNE9QZBX6OUNO6Q8VY53UR17JOR,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1364x768,1282x602,,,0,BIQ (Charlotte),3,GHFIEJDACB,Failed AC2,Passed AC1,Spreadsheet1,1,BIQ,Screen 3,iz3the,3,response,5,5358.6630000000005,9132.670999999998,9146.661,5358.6630000000005,9132.670999999998,9146.661,1,5358.6630000000005,3787.9979999999996,0,,Rating Scale,Rating Scale,9,object-60,BIQ,
13,1695841335689,27/09/2023 19:02:15,1695826935689,-4,27/09/2023 11:02:15,144636,5,task-gjqt,,31906163,AOF71DPLAWI5M,9434786,,complete,eilfgx,36DSNE9QZBX6OUNO6Q8VY53UR17JOR,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1364x768,1282x602,,,0,BIQ (Charlotte),3,GHFIEJDACB,Failed AC2,Passed AC1,Spreadsheet1,1,BIQ,Screen 3,iz3the,3,response,7,7315.987000000001,9132.670999999998,9147.060999976158,7315.987000000001,9132.670999999998,9147.060999976158,1,7315.987000000001,1831.0739999761572,0,,Rating Scale,Rating Scale,16,object-67,BIQ,
14,1695841335691,27/09/2023 19:02:15,1695826935691,-4,27/09/2023 11:02:15,144636,5,task-gjqt,,31906163,AOF71DPLAWI5M,9434786,,complete,eilfgx,36DSNE9QZBX6OUNO6Q8VY53UR17JOR,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1364x768,1282x602,,,0,BIQ (Charlotte),3,GHFIEJDACB,Failed AC2,Passed AC1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695841916559,27/09/2023 19:11:56,1695827516559,-4,27/09/2023 11:11:56,144636,5,task-gjqt,,31906475,A12H0FG82ADU5Z,9434768,,complete,ylvjyp,34S6N1K2Z1I2R3P15YPIUBJLJ5MHLT,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,IJHAGBFCED,Failed AC2,Passed AC1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695841931991,27/09/2023 19:12:11,1695827531991,-4,27/09/2023 11:12:11,144636,5,task-gjqt,,31906475,A12H0FG82ADU5Z,9434768,,complete,ylvjyp,34S6N1K2Z1I2R3P15YPIUBJLJ5MHLT,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,IJHAGBFCED,Failed AC2,Passed AC1,Spreadsheet1,1,BIQ,Screen 1,9dh6eq,1,continue,,15445.133,15442.182999999999,15445.133,15445.133,15442.182999999999,15445.133,1,15445.133,0,0,,Click To Continue,Continue Button,23,object-48,BIQ,
3,1695841931993,27/09/2023 19:12:11,1695827531993,-4,27/09/2023 11:12:11,144636,5,task-gjqt,,31906475,A12H0FG82ADU5Z,9434768,,complete,ylvjyp,34S6N1K2Z1I2R3P15YPIUBJLJ5MHLT,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,IJHAGBFCED,Failed AC2,Passed AC1,Spreadsheet1,1,BIQ,Screen 1,9dh6eq,1,response,4,1799.8649999999998,15442.182999999999,15447.432999952316,1799.8649999999998,15442.182999999999,15447.432999952316,1,1799.8649999999998,13647.567999952316,0,,Rating Scale,Rating Scale,3,object-5,BIQ,
4,1695841931993,27/09/2023 19:12:11,1695827531993,-4,27/09/2023 11:12:11,144636,5,task-gjqt,,31906475,A12H0FG82ADU5Z,9434768,,complete,ylvjyp,34S6N1K2Z1I2R3P15YPIUBJLJ5MHLT,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,IJHAGBFCED,Failed AC2,Passed AC1,Spreadsheet1,1,BIQ,Screen 1,9dh6eq,1,response,4,2497.326,15442.182999999999,15447.732999904632,2497.326,15442.182999999999,15447.732999904632,1,2497.326,12950.406999904633,0,,Rating Scale,Rating Scale,10,object-18,BIQ,
5,1695841931994,27/09/2023 19:12:11,1695827531994,-4,27/09/2023 11:12:11,144636,5,task-gjqt,,31906475,A12H0FG82ADU5Z,9434768,,complete,ylvjyp,34S6N1K2Z1I2R3P15YPIUBJLJ5MHLT,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,IJHAGBFCED,Failed AC2,Passed AC1,Spreadsheet1,1,BIQ,Screen 1,9dh6eq,1,response,4,4102.986,15442.182999999999,15447.932999952316,4102.986,15442.182999999999,15447.932999952316,1,4102.986,11344.946999952317,0,,Rating Scale,Rating Scale,17,object-80,BIQ,
6,1695841935696,27/09/2023 19:12:15,1695827535696,-4,27/09/2023 11:12:15,144636,5,task-gjqt,,31906475,A12H0FG82ADU5Z,9434768,,complete,ylvjyp,34S6N1K2Z1I2R3P15YPIUBJLJ5MHLT,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,IJHAGBFCED,Failed AC2,Passed AC1,Spreadsheet1,1,BIQ,Screen 2,o21mwi,2,continue,,3707.8499998569496,3694.4269999999997,3707.8499998569496,3707.8499998569496,3694.4269999999997,3707.8499998569496,1,3707.8499998569496,0,0,,Click To Continue,Continue Button,22,object-50,BIQ,
7,1695841935696,27/09/2023 19:12:15,1695827535696,-4,27/09/2023 11:12:15,144636,5,task-gjqt,,31906475,A12H0FG82ADU5Z,9434768,,complete,ylvjyp,34S6N1K2Z1I2R3P15YPIUBJLJ5MHLT,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,IJHAGBFCED,Failed AC2,Passed AC1,Spreadsheet1,1,BIQ,Screen 2,o21mwi,2,response,4,1681.956000000002,3694.4269999999997,3708.3499998569496,1681.956000000002,3694.4269999999997,3708.3499998569496,1,1681.956000000002,2026.3939998569476,0,,Rating Scale,Rating Scale,2,object-259,BIQ,
8,1695841935697,27/09/2023 19:12:15,1695827535697,-4,27/09/2023 11:12:15,144636,5,task-gjqt,,31906475,A12H0FG82ADU5Z,9434768,,complete,ylvjyp,34S6N1K2Z1I2R3P15YPIUBJLJ5MHLT,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,IJHAGBFCED,Failed AC2,Passed AC1,Spreadsheet1,1,BIQ,Screen 2,o21mwi,2,response,4,2381.581000000002,3694.4269999999997,3708.749999952317,2381.581000000002,3694.4269999999997,3708.749999952317,1,2381.581000000002,1327.168999952315,0,,Rating Scale,Rating Scale,9,object-36,BIQ,
9,1695841935697,27/09/2023 19:12:15,1695827535697,-4,27/09/2023 11:12:15,144636,5,task-gjqt,,31906475,A12H0FG82ADU5Z,9434768,,complete,ylvjyp,34S6N1K2Z1I2R3P15YPIUBJLJ5MHLT,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,IJHAGBFCED,Failed AC2,Passed AC1,Spreadsheet1,1,BIQ,Screen 2,o21mwi,2,response,4,3086.4079999999994,3694.4269999999997,3709.0499999046333,3086.4079999999994,3694.4269999999997,3709.0499999046333,1,3086.4079999999994,622.6419999046338,0,,Rating Scale,Rating Scale,16,object-86,BIQ,
10,1695841951356,27/09/2023 19:12:31,1695827551356,-4,27/09/2023 11:12:31,144636,5,task-gjqt,,31906475,A12H0FG82ADU5Z,9434768,,complete,ylvjyp,34S6N1K2Z1I2R3P15YPIUBJLJ5MHLT,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,IJHAGBFCED,Failed AC2,Passed AC1,Spreadsheet1,1,BIQ,Screen 3,iz3the,3,continue,,15673.122999904634,15666.627,15673.122999904634,15673.122999904634,15666.627,15673.122999904634,1,15673.122999904634,0,0,,Click To Continue,Continue Button,22,object-73,BIQ,
11,1695841951358,27/09/2023 19:12:31,1695827551358,-4,27/09/2023 11:12:31,144636,5,task-gjqt,,31906475,A12H0FG82ADU5Z,9434768,,complete,ylvjyp,34S6N1K2Z1I2R3P15YPIUBJLJ5MHLT,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,IJHAGBFCED,Failed AC2,Passed AC1,Spreadsheet1,1,BIQ,Screen 3,iz3the,3,response,4,13450.733,15666.627,15676.023000000001,13450.733,15666.627,15676.023000000001,1,13450.733,2225.290000000001,0,,Rating Scale,Rating Scale,2,object-53,BIQ,
12,1695841951359,27/09/2023 19:12:31,1695827551359,-4,27/09/2023 11:12:31,144636,5,task-gjqt,,31906475,A12H0FG82ADU5Z,9434768,,complete,ylvjyp,34S6N1K2Z1I2R3P15YPIUBJLJ5MHLT,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,IJHAGBFCED,Failed AC2,Passed AC1,Spreadsheet1,1,BIQ,Screen 3,iz3the,3,response,4,14247.683000000005,15666.627,15676.523000000001,14247.683000000005,15666.627,15676.523000000001,1,14247.683000000005,1428.8399999999965,0,,Rating Scale,Rating Scale,9,object-60,BIQ,
13,1695841951359,27/09/2023 19:12:31,1695827551359,-4,27/09/2023 11:12:31,144636,5,task-gjqt,,31906475,A12H0FG82ADU5Z,9434768,,complete,ylvjyp,34S6N1K2Z1I2R3P15YPIUBJLJ5MHLT,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,IJHAGBFCED,Failed AC2,Passed AC1,Spreadsheet1,1,BIQ,Screen 3,iz3the,3,response,4,14939.076000000001,15666.627,15676.92299985695,14939.076000000001,15666.627,15676.92299985695,1,14939.076000000001,737.846999856949,0,,Rating Scale,Rating Scale,16,object-67,BIQ,
14,1695841951361,27/09/2023 19:12:31,1695827551361,-4,27/09/2023 11:12:31,144636,5,task-gjqt,,31906475,A12H0FG82ADU5Z,9434768,,complete,ylvjyp,34S6N1K2Z1I2R3P15YPIUBJLJ5MHLT,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,IJHAGBFCED,Failed AC2,Passed AC1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695841890869,27/09/2023 19:11:30,1695827490869,-4,27/09/2023 11:11:30,144636,5,task-gjqt,,31906570,A3UW4FDAQ6M5QH,9435252,,complete,fgfhmm,38BQUHLA92ZWP2T99NLNEXVBVV4MO0,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,JAIBHCGDFE,Passed AC2,,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695841896010,27/09/2023 19:11:36,1695827496010,-4,27/09/2023 11:11:36,144636,5,task-gjqt,,31906570,A3UW4FDAQ6M5QH,9435252,,complete,fgfhmm,38BQUHLA92ZWP2T99NLNEXVBVV4MO0,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,JAIBHCGDFE,Passed AC2,,Spreadsheet1,1,BIQ,Screen 1,9dh6eq,1,continue,,5168.768000190735,5159.488,5168.768000190735,5168.768000190735,5159.488,5168.768000190735,1,5168.768000190735,0,0,,Click To Continue,Continue Button,23,object-48,BIQ,
3,1695841896010,27/09/2023 19:11:36,1695827496010,-4,27/09/2023 11:11:36,144636,5,task-gjqt,,31906570,A3UW4FDAQ6M5QH,9435252,,complete,fgfhmm,38BQUHLA92ZWP2T99NLNEXVBVV4MO0,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,JAIBHCGDFE,Passed AC2,,Spreadsheet1,1,BIQ,Screen 1,9dh6eq,1,response,4,1695.8999999999999,5159.488,5170.268000190735,1695.8999999999999,5159.488,5170.268000190735,1,1695.8999999999999,3474.368000190735,0,,Rating Scale,Rating Scale,3,object-5,BIQ,
4,1695841896011,27/09/2023 19:11:36,1695827496011,-4,27/09/2023 11:11:36,144636,5,task-gjqt,,31906570,A3UW4FDAQ6M5QH,9435252,,complete,fgfhmm,38BQUHLA92ZWP2T99NLNEXVBVV4MO0,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,JAIBHCGDFE,Passed AC2,,Spreadsheet1,1,BIQ,Screen 1,9dh6eq,1,response,6,2237.326,5159.488,5170.768000190735,2237.326,5159.488,5170.768000190735,1,2237.326,2933.4420001907347,0,,Rating Scale,Rating Scale,10,object-18,BIQ,
5,1695841896011,27/09/2023 19:11:36,1695827496011,-4,27/09/2023 11:11:36,144636,5,task-gjqt,,31906570,A3UW4FDAQ6M5QH,9435252,,complete,fgfhmm,38BQUHLA92ZWP2T99NLNEXVBVV4MO0,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,JAIBHCGDFE,Passed AC2,,Spreadsheet1,1,BIQ,Screen 1,9dh6eq,1,response,5,2728.4839999999995,5159.488,5170.968,2728.4839999999995,5159.488,5170.968,1,2728.4839999999995,2442.4840000000004,0,,Rating Scale,Rating Scale,17,object-80,BIQ,
6,1695841901028,27/09/2023 19:11:41,1695827501028,-4,27/09/2023 11:11:41,144636,5,task-gjqt,,31906570,A3UW4FDAQ6M5QH,9435252,,complete,fgfhmm,38BQUHLA92ZWP2T99NLNEXVBVV4MO0,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,JAIBHCGDFE,Passed AC2,,Spreadsheet1,1,BIQ,Screen 2,o21mwi,2,continue,,5028.579999904632,5023.276,5028.579999904632,5028.579999904632,5023.276,5028.579999904632,1,5028.579999904632,0,0,,Click To Continue,Continue Button,22,object-50,BIQ,
7,1695841901031,27/09/2023 19:11:41,1695827501031,-4,27/09/2023 11:11:41,144636,5,task-gjqt,,31906570,A3UW4FDAQ6M5QH,9435252,,complete,fgfhmm,38BQUHLA92ZWP2T99NLNEXVBVV4MO0,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,JAIBHCGDFE,Passed AC2,,Spreadsheet1,1,BIQ,Screen 2,o21mwi,2,response,6,3194.9069999999992,5023.276,5031.680000286102,3194.9069999999992,5023.276,5031.680000286102,1,3194.9069999999992,1836.7730002861026,0,,Rating Scale,Rating Scale,2,object-259,BIQ,
8,1695841901032,27/09/2023 19:11:41,1695827501032,-4,27/09/2023 11:11:41,144636,5,task-gjqt,,31906570,A3UW4FDAQ6M5QH,9435252,,complete,fgfhmm,38BQUHLA92ZWP2T99NLNEXVBVV4MO0,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,JAIBHCGDFE,Passed AC2,,Spreadsheet1,1,BIQ,Screen 2,o21mwi,2,response,5,3771.6859999999997,5023.276,5032.079999904632,3771.6859999999997,5023.276,5032.079999904632,1,3771.6859999999997,1260.3939999046324,0,,Rating Scale,Rating Scale,9,object-36,BIQ,
9,1695841901032,27/09/2023 19:11:41,1695827501032,-4,27/09/2023 11:11:41,144636,5,task-gjqt,,31906570,A3UW4FDAQ6M5QH,9435252,,complete,fgfhmm,38BQUHLA92ZWP2T99NLNEXVBVV4MO0,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,JAIBHCGDFE,Passed AC2,,Spreadsheet1,1,BIQ,Screen 2,o21mwi,2,response,6,4212.579,5023.276,5032.48,4212.579,5023.276,5032.48,1,4212.579,819.9009999999998,0,,Rating Scale,Rating Scale,16,object-86,BIQ,
10,1695841904364,27/09/2023 19:11:44,1695827504364,-4,27/09/2023 11:11:44,144636,5,task-gjqt,,31906570,A3UW4FDAQ6M5QH,9435252,,complete,fgfhmm,38BQUHLA92ZWP2T99NLNEXVBVV4MO0,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,JAIBHCGDFE,Passed AC2,,Spreadsheet1,1,BIQ,Screen 3,iz3the,3,continue,,3341.3039999046323,3327.3680000000004,3341.3039999046323,3341.3039999046323,3327.3680000000004,3341.3039999046323,1,3341.3039999046323,0,0,,Click To Continue,Continue Button,22,object-73,BIQ,
11,1695841904365,27/09/2023 19:11:44,1695827504365,-4,27/09/2023 11:11:44,144636,5,task-gjqt,,31906570,A3UW4FDAQ6M5QH,9435252,,complete,fgfhmm,38BQUHLA92ZWP2T99NLNEXVBVV4MO0,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,JAIBHCGDFE,Passed AC2,,Spreadsheet1,1,BIQ,Screen 3,iz3the,3,response,6,1144.012999999999,3327.3680000000004,3342.0040001907346,1144.012999999999,3327.3680000000004,3342.0040001907346,1,1144.012999999999,2197.9910001907356,0,,Rating Scale,Rating Scale,2,object-53,BIQ,
12,1695841904365,27/09/2023 19:11:44,1695827504365,-4,27/09/2023 11:11:44,144636,5,task-gjqt,,31906570,A3UW4FDAQ6M5QH,9435252,,complete,fgfhmm,38BQUHLA92ZWP2T99NLNEXVBVV4MO0,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,JAIBHCGDFE,Passed AC2,,Spreadsheet1,1,BIQ,Screen 3,iz3the,3,response,7,1884.8809999999994,3327.3680000000004,3342.404000286102,1884.8809999999994,3327.3680000000004,3342.404000286102,1,1884.8809999999994,1457.5230002861026,0,,Rating Scale,Rating Scale,9,object-60,BIQ,
13,1695841904366,27/09/2023 19:11:44,1695827504366,-4,27/09/2023 11:11:44,144636,5,task-gjqt,,31906570,A3UW4FDAQ6M5QH,9435252,,complete,fgfhmm,38BQUHLA92ZWP2T99NLNEXVBVV4MO0,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,JAIBHCGDFE,Passed AC2,,Spreadsheet1,1,BIQ,Screen 3,iz3the,3,response,6,2784.1450000000004,3327.3680000000004,3342.904000286102,2784.1450000000004,3327.3680000000004,3342.904000286102,1,2784.1450000000004,558.7590002861016,0,,Rating Scale,Rating Scale,16,object-67,BIQ,
14,1695841904368,27/09/2023 19:11:44,1695827504368,-4,27/09/2023 11:11:44,144636,5,task-gjqt,,31906570,A3UW4FDAQ6M5QH,9435252,,complete,fgfhmm,38BQUHLA92ZWP2T99NLNEXVBVV4MO0,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,JAIBHCGDFE,Passed AC2,,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695843319697,27/09/2023 19:35:19,1695828919697,-4,27/09/2023 11:35:19,144636,5,task-gjqt,,31907116,9zvcth29,9434806,,complete,henypu,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1600x900,1600x751,,,0,BIQ (Charlotte),3,ABJCIDHEGF,Failed AC2,Passed AC1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695843359132,27/09/2023 19:35:59,1695828959132,-4,27/09/2023 11:35:59,144636,5,task-gjqt,,31907116,9zvcth29,9434806,,complete,henypu,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1600x900,1600x751,,,0,BIQ (Charlotte),3,ABJCIDHEGF,Failed AC2,Passed AC1,Spreadsheet1,1,BIQ,Screen 1,9dh6eq,1,continue,,39447.37700000001,39430.711,39447.37700000001,39447.37700000001,39430.711,39447.37700000001,1,39447.37700000001,0,0,,Click To Continue,Continue Button,23,object-48,BIQ,
3,1695843359135,27/09/2023 19:35:59,1695828959135,-4,27/09/2023 11:35:59,144636,5,task-gjqt,,31907116,9zvcth29,9434806,,complete,henypu,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1600x900,1600x751,,,0,BIQ (Charlotte),3,ABJCIDHEGF,Failed AC2,Passed AC1,Spreadsheet1,1,BIQ,Screen 1,9dh6eq,1,response,4,32172.309999999998,39430.711,39447.37700000001,32172.309999999998,39430.711,39447.37700000001,1,32172.309999999998,7275.06700000001,0,,Rating Scale,Rating Scale,3,object-5,BIQ,
4,1695843359135,27/09/2023 19:35:59,1695828959135,-4,27/09/2023 11:35:59,144636,5,task-gjqt,,31907116,9zvcth29,9434806,,complete,henypu,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1600x900,1600x751,,,0,BIQ (Charlotte),3,ABJCIDHEGF,Failed AC2,Passed AC1,Spreadsheet1,1,BIQ,Screen 1,9dh6eq,1,response,5,33490.547,39430.711,39447.37700000001,33490.547,39430.711,39447.37700000001,1,33490.547,5956.830000000009,0,,Rating Scale,Rating Scale,10,object-18,BIQ,
5,1695843359136,27/09/2023 19:35:59,1695828959136,-4,27/09/2023 11:35:59,144636,5,task-gjqt,,31907116,9zvcth29,9434806,,complete,henypu,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1600x900,1600x751,,,0,BIQ (Charlotte),3,ABJCIDHEGF,Failed AC2,Passed AC1,Spreadsheet1,1,BIQ,Screen 1,9dh6eq,1,response,4,38861.193,39430.711,39447.37700000001,38861.193,39430.711,39447.37700000001,1,38861.193,586.1840000000084,0,,Rating Scale,Rating Scale,17,object-80,BIQ,
6,1695843364994,27/09/2023 19:36:04,1695828964994,-4,27/09/2023 11:36:04,144636,5,task-gjqt,,31907116,9zvcth29,9434806,,complete,henypu,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1600x900,1600x751,,,0,BIQ (Charlotte),3,ABJCIDHEGF,Failed AC2,Passed AC1,Spreadsheet1,1,BIQ,Screen 2,o21mwi,2,continue,,5880.654999999992,5863.988999999994,5880.654999999992,5880.654999999992,5863.988999999994,5880.654999999992,1,5880.654999999992,0,0,,Click To Continue,Continue Button,22,object-50,BIQ,
