id,item_id,item,agreement_response,agreement_rt,null_resp
10299,10,How one feels is not the most important thing. ,-2,4594,0
10299,11,"I am always trying to be myself, even if this makes me feel low.",1,2306,0
10299,12,Feeling anger is always good. ,-1,2307,0
10299,13,Feeling anger is never good. ,-1,2540,0
10299,14,Anger can be important in life.,1,2422,0
10300,1,I never want to be sad again. ,2,7185,0
10300,2,I feel that occasional sadness is important. ,0,9334,0
10300,3,I enjoy feeling melancholy sometimes.,1,2569,0
10300,4,It is not always bad to feel low. ,0,5780,0
10300,5,It is never good to feel low. ,0,5698,0
10300,6,When I  feel low I can see things more clearly.,0,13980,0
10300,7,Feeling sad sometimes is part of normal life,0,10182,0
10300,8,I have learnt a lot about myself by being happy. ,2,7338,0
10300,9,I have learnt a lot about myself by being sad. ,1,4052,0
10300,10,How one feels is not the most important thing. ,1,3875,0
10300,11,"I am always trying to be myself, even if this makes me feel low.",2,4196,0
10300,12,Feeling anger is always good. ,-1,2592,0
10300,13,Feeling anger is never good. ,-1,8451,0
10300,14,Anger can be important in life.,1,3314,0
10301,1,I never want to be sad again. ,-1,3395,0
10301,2,I feel that occasional sadness is important. ,1,4203,0
10301,3,I enjoy feeling melancholy sometimes.,0,5620,0
10301,4,It is not always bad to feel low. ,2,8963,0
10301,5,It is never good to feel low. ,-1,2711,0
10301,6,When I  feel low I can see things more clearly.,1,4302,0
10301,7,Feeling sad sometimes is part of normal life,2,6100,0
10301,8,I have learnt a lot about myself by being happy. ,0,5538,0
10301,9,I have learnt a lot about myself by being sad. ,1,3857,0
10301,10,How one feels is not the most important thing. ,0,3980,0
10301,11,"I am always trying to be myself, even if this makes me feel low.",2,7186,0
10301,12,Feeling anger is always good. ,-1,3980,0
10301,13,Feeling anger is never good. ,-1,4594,0
10301,14,Anger can be important in life.,1,4575,0
10302,1,I never want to be sad again. ,-1,2942,0
10302,2,I feel that occasional sadness is important. ,2,2332,0
10302,3,I enjoy feeling melancholy sometimes.,0,3192,0
10302,4,It is not always bad to feel low. ,-1,7007,0
10302,5,It is never good to feel low. ,1,3367,0
10302,6,When I  feel low I can see things more clearly.,0,2925,0
10302,7,Feeling sad sometimes is part of normal life,1,1057,0
10302,8,I have learnt a lot about myself by being happy. ,2,2650,0
10302,9,I have learnt a lot about myself by being sad. ,2,3581,0
10302,10,How one feels is not the most important thing. ,0,10759,0
10302,11,"I am always trying to be myself, even if this makes me feel low.",-2,4534,0
10302,12,Feeling anger is always good. ,-1,2684,0
10302,13,Feeling anger is never good. ,0,3354,0
10302,14,Anger can be important in life.,-1,3927,0
10303,1,I never want to be sad again. ,-2,9846,0
10303,2,I feel that occasional sadness is important. ,1,13712,0
10303,3,I enjoy feeling melancholy sometimes.,1,8006,0
10303,4,It is not always bad to feel low. ,1,6915,0
10303,5,It is never good to feel low. ,-1,10912,0
10303,6,When I  feel low I can see things more clearly.,0,11239,0
10303,7,Feeling sad sometimes is part of normal life,2,24330,0
10303,8,I have learnt a lot about myself by being happy. ,1,10108,0
10303,9,I have learnt a lot about myself by being sad. ,1,948,0
10303,10,How one feels is not the most important thing. ,-1,10765,0
10303,11,"I am always trying to be myself, even if this makes me feel low.",0,16673,0
10303,12,Feeling anger is always good. ,-1,364855,0
10303,13,Feeling anger is never good. ,1,5501,0
10303,14,Anger can be important in life.,0,13608,0
10304,1,I never want to be sad again. ,-1,5859,0
10304,2,I feel that occasional sadness is important. ,1,3187,0
10304,3,I enjoy feeling melancholy sometimes.,2,2282,0
10304,4,It is not always bad to feel low. ,1,2240,0
10304,5,It is never good to feel low. ,-1,2136,0
10304,6,When I  feel low I can see things more clearly.,-1,2444,0
10304,7,Feeling sad sometimes is part of normal life,1,1367,0
10304,8,I have learnt a lot about myself by being happy. ,-1,3038,0
10304,9,I have learnt a lot about myself by being sad. ,1,3147,0
10304,10,How one feels is not the most important thing. ,-1,2428,0
10304,11,"I am always trying to be myself, even if this makes me feel low.",1,4712,0
10304,12,Feeling anger is always good. ,0,4309,0
10304,13,Feeling anger is never good. ,-1,1654,0
10304,14,Anger can be important in life.,1,1930,0
10305,1,I never want to be sad again. ,1,3264,0
10305,2,I feel that occasional sadness is important. ,1,621,0
10305,3,I enjoy feeling melancholy sometimes.,-1,84725,0
10305,4,It is not always bad to feel low. ,1,2353,0
10305,5,It is never good to feel low. ,-1,4965,0
10305,6,When I  feel low I can see things more clearly.,0,5939,0
10305,7,Feeling sad sometimes is part of normal life,2,3006,0
10305,8,I have learnt a lot about myself by being happy. ,1,91463,0
10305,9,I have learnt a lot about myself by being sad. ,1,3772,0
10305,10,How one feels is not the most important thing. ,-1,4885,0
10305,11,"I am always trying to be myself, even if this makes me feel low.",1,24839,0
10305,12,Feeling anger is always good. ,-1,578076,0
10305,13,Feeling anger is never good. ,-1,1999,0
10305,14,Anger can be important in life.,1,2299,0
10306,1,I never want to be sad again. ,-1,45436,0
10306,2,I feel that occasional sadness is important. ,-1,4691,0
10306,3,I enjoy feeling melancholy sometimes.,-1,4314,0
10306,4,It is not always bad to feel low. ,0,13377,0
10306,5,It is never good to feel low. ,1,10978,0
10306,6,When I  feel low I can see things more clearly.,-1,5594,0
10306,7,Feeling sad sometimes is part of normal life,1,5849,0
10306,8,I have learnt a lot about myself by being happy. ,1,6425,0
10306,9,I have learnt a lot about myself by being sad. ,-1,12431,0
10306,10,How one feels is not the most important thing. ,-2,7633,0
10306,11,"I am always trying to be myself, even if this makes me feel low.",0,3971,0
10306,12,Feeling anger is always good. ,-2,4392,0
10306,13,Feeling anger is never good. ,0,5116,0
10306,14,Anger can be important in life.,0,17473,0
10307,1,I never want to be sad again. ,-1,1904,0
10307,2,I feel that occasional sadness is important. ,1,2402,0
10307,3,I enjoy feeling melancholy sometimes.,1,4220,0
10307,4,It is not always bad to feel low. ,2,3442,0
10307,5,It is never good to feel low. ,-1,2292,0
10307,6,When I  feel low I can see things more clearly.,-1,2569,0
10307,7,Feeling sad sometimes is part of normal life,1,2509,0
10307,8,I have learnt a lot about myself by being happy. ,2,547,0
10307,9,I have learnt a lot about myself by being sad. ,2,2114,0
10307,10,How one feels is not the most important thing. ,-1,3532,0
10307,11,"I am always trying to be myself, even if this makes me feel low.",1,6830,0
10307,12,Feeling anger is always good. ,-1,12064,0
10307,13,Feeling anger is never good. ,-2,3088,0
10307,14,Anger can be important in life.,2,2012,0
10308,1,I never want to be sad again. ,-1,4303,0
10308,2,I feel that occasional sadness is important. ,0,3063,0
10308,3,I enjoy feeling melancholy sometimes.,-1,4022,0
10308,4,It is not always bad to feel low. ,1,2879,0
10308,5,It is never good to feel low. ,-1,2647,0
10308,6,When I  feel low I can see things more clearly.,1,20608,0
10308,7,Feeling sad sometimes is part of normal life,2,9896,0
10308,8,I have learnt a lot about myself by being happy. ,1,1537,0
10308,9,I have learnt a lot about myself by being sad. ,1,2740,0
10308,10,How one feels is not the most important thing. ,1,7678,0
10308,11,"I am always trying to be myself, even if this makes me feel low.",0,5783,0
10308,12,Feeling anger is always good. ,-1,4709,0
10308,13,Feeling anger is never good. ,-1,10790,0
10308,14,Anger can be important in life.,1,3652,0
10310,1,I never want to be sad again. ,1,1915,0
10310,2,I feel that occasional sadness is important. ,2,2344,0
10310,3,I enjoy feeling melancholy sometimes.,1,4631,0
10310,4,It is not always bad to feel low. ,1,2324,0
10310,5,It is never good to feel low. ,-1,3334,0
10310,6,When I  feel low I can see things more clearly.,-1,6455,0
10310,7,Feeling sad sometimes is part of normal life,2,4019,0
10310,8,I have learnt a lot about myself by being happy. ,2,2549,0
10310,9,I have learnt a lot about myself by being sad. ,1,5309,0
10310,10,How one feels is not the most important thing. ,-2,3940,0
10310,11,"I am always trying to be myself, even if this makes me feel low.",1,6028,0
10310,12,Feeling anger is always good. ,-2,2237,0
10310,13,Feeling anger is never good. ,-1,3547,0
10310,14,Anger can be important in life.,1,20414,0
10311,1,I never want to be sad again. ,-1,5876,0
10311,2,I feel that occasional sadness is important. ,1,5939,0
10311,3,I enjoy feeling melancholy sometimes.,0,17104,0
10311,4,It is not always bad to feel low. ,1,4230,0
10311,5,It is never good to feel low. ,0,7866,0
10311,6,When I  feel low I can see things more clearly.,0,11806,0
10311,7,Feeling sad sometimes is part of normal life,2,10395,0
10311,8,I have learnt a lot about myself by being happy. ,2,13889,0
10311,9,I have learnt a lot about myself by being sad. ,2,4522,0
10311,10,How one feels is not the most important thing. ,1,12363,0
10311,11,"I am always trying to be myself, even if this makes me feel low.",1,10497,0
10311,12,Feeling anger is always good. ,0,1174,0
10311,13,Feeling anger is never good. ,0,11824,0
10311,14,Anger can be important in life.,2,10527,0
10312,1,I never want to be sad again. ,-1,2257,0
10312,2,I feel that occasional sadness is important. ,1,3114,0
10312,3,I enjoy feeling melancholy sometimes.,2,5915,0
10312,4,It is not always bad to feel low. ,1,2623,0
10312,5,It is never good to feel low. ,-2,2596,0
10312,6,When I  feel low I can see things more clearly.,-1,2814,0
10312,7,Feeling sad sometimes is part of normal life,1,2776,0
10312,8,I have learnt a lot about myself by being happy. ,1,2889,0
10312,9,I have learnt a lot about myself by being sad. ,0,2275,0
10312,10,How one feels is not the most important thing. ,1,3861,0
10312,11,"I am always trying to be myself, even if this makes me feel low.",0,5832,0
10312,12,Feeling anger is always good. ,-1,68770,0
10312,13,Feeling anger is never good. ,-2,3277,0
10312,14,Anger can be important in life.,1,2024,0
10313,1,I never want to be sad again. ,-1,3709,0
10313,2,I feel that occasional sadness is important. ,1,1490,0
10313,3,I enjoy feeling melancholy sometimes.,-1,6881,0
10313,4,It is not always bad to feel low. ,1,1482,0
10313,5,It is never good to feel low. ,-1,3475,0
10313,6,When I  feel low I can see things more clearly.,-1,3164,0
10313,7,Feeling sad sometimes is part of normal life,2,2173,0
10313,8,I have learnt a lot about myself by being happy. ,1,2956,0
10313,9,I have learnt a lot about myself by being sad. ,1,3969,0
10313,10,How one feels is not the most important thing. ,0,5618,0
10313,11,"I am always trying to be myself, even if this makes me feel low.",1,3752,0
10313,12,Feeling anger is always good. ,-1,1881,0
10313,13,Feeling anger is never good. ,-1,4490,0
10313,14,Anger can be important in life.,1,3349,0
10314,1,I never want to be sad again. ,2,4666,0
10314,2,I feel that occasional sadness is important. ,1,5953,0
10314,3,I enjoy feeling melancholy sometimes.,2,4858,0
10314,4,It is not always bad to feel low. ,1,8954,0
10314,5,It is never good to feel low. ,-1,24733,0
10314,6,When I  feel low I can see things more clearly.,-2,7288,0
10314,7,Feeling sad sometimes is part of normal life,2,5032,0
10314,8,I have learnt a lot about myself by being happy. ,2,6804,0
10314,9,I have learnt a lot about myself by being sad. ,2,6547,0
10314,10,How one feels is not the most important thing. ,1,7674,0
10314,11,"I am always trying to be myself, even if this makes me feel low.",1,14667,0
10314,12,Feeling anger is always good. ,-2,4519,0
10314,13,Feeling anger is never good. ,0,6073,0
10314,14,Anger can be important in life.,-1,5453,0
10316,1,I never want to be sad again. ,-1,1527,0
10316,2,I feel that occasional sadness is important. ,2,6566,0
10316,3,I enjoy feeling melancholy sometimes.,1,2828,0
10316,4,It is not always bad to feel low. ,1,3823,0
10316,5,It is never good to feel low. ,-2,1319,0
10316,6,When I  feel low I can see things more clearly.,2,2672,0
10316,7,Feeling sad sometimes is part of normal life,2,2884,0
10316,8,I have learnt a lot about myself by being happy. ,1,4638,0
10316,9,I have learnt a lot about myself by being sad. ,2,2215,0
10316,10,How one feels is not the most important thing. ,0,2961,0
10316,11,"I am always trying to be myself, even if this makes me feel low.",0,3752,0
10316,12,Feeling anger is always good. ,-2,938,0
10316,13,Feeling anger is never good. ,1,4919,0
10316,14,Anger can be important in life.,1,2352,0
10317,1,I never want to be sad again. ,0,2655,0
10317,2,I feel that occasional sadness is important. ,1,3669,0
10317,3,I enjoy feeling melancholy sometimes.,0,1992,0
10317,4,It is not always bad to feel low. ,1,3545,0
10317,5,It is never good to feel low. ,0,2951,0
10317,6,When I  feel low I can see things more clearly.,1,4407,0
10317,7,Feeling sad sometimes is part of normal life,1,3099,0
10317,8,I have learnt a lot about myself by being happy. ,1,1816,0
10317,9,I have learnt a lot about myself by being sad. ,1,6677,0
10317,10,How one feels is not the most important thing. ,-1,8378,0
10317,11,"I am always trying to be myself, even if this makes me feel low.",1,13183,0
10317,12,Feeling anger is always good. ,-1,3807,0
10317,13,Feeling anger is never good. ,-1,5018,0
10317,14,Anger can be important in life.,0,3255,0
10318,1,I never want to be sad again. ,-2,933,0
10318,2,I feel that occasional sadness is important. ,1,11088,0
10318,3,I enjoy feeling melancholy sometimes.,1,5758,0
10318,4,It is not always bad to feel low. ,1,5692,0
10318,5,It is never good to feel low. ,-1,9654,0
10318,6,When I  feel low I can see things more clearly.,-1,4477,0
10318,7,Feeling sad sometimes is part of normal life,1,8608,0
10318,8,I have learnt a lot about myself by being happy. ,1,4776,0
10318,9,I have learnt a lot about myself by being sad. ,1,5575,0
10318,10,How one feels is not the most important thing. ,1,16871,0
10318,11,"I am always trying to be myself, even if this makes me feel low.",1,7708,0
10318,12,Feeling anger is always good. ,-2,4906,0
10318,13,Feeling anger is never good. ,-2,4896,0
10318,14,Anger can be important in life.,1,7209,0
10512,1,I never want to be sad again. ,1,11790,0
10512,2,I feel that occasional sadness is important. ,0,8616,0
10512,3,I enjoy feeling melancholy sometimes.,0,10216,0
10512,4,It is not always bad to feel low. ,0,5184,0
10512,5,It is never good to feel low. ,-1,4616,0
10512,6,When I  feel low I can see things more clearly.,0,11817,0
10512,7,Feeling sad sometimes is part of normal life,0,5968,0
10512,8,I have learnt a lot about myself by being happy. ,1,4624,0
10512,9,I have learnt a lot about myself by being sad. ,1,11536,0
10512,10,How one feels is not the most important thing. ,0,7170,0
10512,11,"I am always trying to be myself, even if this makes me feel low.",0,11392,0
10512,12,Feeling anger is always good. ,-2,9648,0
10512,13,Feeling anger is never good. ,0,6079,0
10512,14,Anger can be important in life.,0,6334,0
10513,1,I never want to be sad again. ,-1,4247,0
10513,2,I feel that occasional sadness is important. ,2,2926,0
10513,3,I enjoy feeling melancholy sometimes.,0,7487,0
10513,4,It is not always bad to feel low. ,2,4496,0
10513,5,It is never good to feel low. ,-2,5198,0
10513,6,When I  feel low I can see things more clearly.,0,11998,0
10513,7,Feeling sad sometimes is part of normal life,2,3958,0
10513,8,I have learnt a lot about myself by being happy. ,1,8389,0
10513,9,I have learnt a lot about myself by being sad. ,2,8016,0
10513,10,How one feels is not the most important thing. ,-1,6165,0
10513,11,"I am always trying to be myself, even if this makes me feel low.",-1,3626,0
10513,12,Feeling anger is always good. ,-1,2684,0
10513,13,Feeling anger is never good. ,-1,2160,0
10513,14,Anger can be important in life.,1,1321,0
10514,1,I never want to be sad again. ,-1,4243,0
10514,2,I feel that occasional sadness is important. ,2,2988,0
10514,3,I enjoy feeling melancholy sometimes.,2,27633,0
10514,4,It is not always bad to feel low. ,1,16486,0
10514,5,It is never good to feel low. ,-1,3907,0
10514,6,When I  feel low I can see things more clearly.,1,4709,0
10514,7,Feeling sad sometimes is part of normal life,2,3853,0
10514,8,I have learnt a lot about myself by being happy. ,1,4150,0
10514,9,I have learnt a lot about myself by being sad. ,2,3212,0
10514,10,How one feels is not the most important thing. ,0,3539,0
10514,11,"I am always trying to be myself, even if this makes me feel low.",1,4388,0
10514,12,Feeling anger is always good. ,-2,3862,0
10514,13,Feeling anger is never good. ,1,9453,0
10514,14,Anger can be important in life.,0,3922,0
10515,1,I never want to be sad again. ,-1,3634,0
10515,2,I feel that occasional sadness is important. ,2,4871,0
10515,3,I enjoy feeling melancholy sometimes.,2,2580,0
10515,4,It is not always bad to feel low. ,2,4952,0
10515,5,It is never good to feel low. ,-2,9409,0
10515,6,When I  feel low I can see things more clearly.,0,4946,0
10515,7,Feeling sad sometimes is part of normal life,2,3306,0
10515,8,I have learnt a lot about myself by being happy. ,0,3482,0
10515,9,I have learnt a lot about myself by being sad. ,1,4221,0
10515,10,How one feels is not the most important thing. ,-1,3551,0
10515,11,"I am always trying to be myself, even if this makes me feel low.",2,5645,0
10515,12,Feeling anger is always good. ,-2,3985,0
10515,13,Feeling anger is never good. ,-1,6315,0
10515,14,Anger can be important in life.,-2,12248,0
10516,1,I never want to be sad again. ,-1,5241,0
10516,2,I feel that occasional sadness is important. ,2,3472,0
10516,3,I enjoy feeling melancholy sometimes.,1,8423,0
10516,4,It is not always bad to feel low. ,2,7088,0
10516,5,It is never good to feel low. ,0,24078,0
10516,6,When I  feel low I can see things more clearly.,0,5134,0
10516,7,Feeling sad sometimes is part of normal life,1,4114,0
10516,8,I have learnt a lot about myself by being happy. ,2,28778,0
10516,9,I have learnt a lot about myself by being sad. ,2,6301,0
10516,10,How one feels is not the most important thing. ,-2,29199,0
10516,11,"I am always trying to be myself, even if this makes me feel low.",0,74143,0
10516,12,Feeling anger is always good. ,0,4009,0
10516,13,Feeling anger is never good. ,-1,8496,0
10516,14,Anger can be important in life.,1,5607,0
10517,1,I never want to be sad again. ,2,63863,0
10517,2,I feel that occasional sadness is important. ,1,15960,0
10517,3,I enjoy feeling melancholy sometimes.,0,4819,0
10517,4,It is not always bad to feel low. ,1,9585,0
10517,5,It is never good to feel low. ,0,10487,0
10517,6,When I  feel low I can see things more clearly.,0,33909,0
10517,7,Feeling sad sometimes is part of normal life,1,8478,0
10517,8,I have learnt a lot about myself by being happy. ,1,8379,0
10517,9,I have learnt a lot about myself by being sad. ,0,14979,0
10517,10,How one feels is not the most important thing. ,-1,8744,0
10517,11,"I am always trying to be myself, even if this makes me feel low.",1,6324,0
10517,12,Feeling anger is always good. ,-1,19346,0
10517,13,Feeling anger is never good. ,1,6256,0
10517,14,Anger can be important in life.,2,8581,0
10518,1,I never want to be sad again. ,-1,12423,0
10518,2,I feel that occasional sadness is important. ,1,2419,0
10518,3,I enjoy feeling melancholy sometimes.,1,8680,0
10518,4,It is not always bad to feel low. ,1,3437,0
10518,5,It is never good to feel low. ,-1,7787,0
10518,6,When I  feel low I can see things more clearly.,-1,12213,0
10518,7,Feeling sad sometimes is part of normal life,1,6991,0
10518,8,I have learnt a lot about myself by being happy. ,1,3444,0
10518,9,I have learnt a lot about myself by being sad. ,1,1754,0
10518,10,How one feels is not the most important thing. ,-1,6492,0
10518,11,"I am always trying to be myself, even if this makes me feel low.",1,12849,0
10518,12,Feeling anger is always good. ,-1,2836,0
10518,13,Feeling anger is never good. ,-1,10120,0
10518,14,Anger can be important in life.,1,3421,0
10519,1,I never want to be sad again. ,-2,3475,0
10519,2,I feel that occasional sadness is important. ,2,5359,0
10519,3,I enjoy feeling melancholy sometimes.,1,3673,0
10519,4,It is not always bad to feel low. ,1,6441,0
10519,5,It is never good to feel low. ,-2,3808,0
10519,6,When I  feel low I can see things more clearly.,-1,3700,0
10519,7,Feeling sad sometimes is part of normal life,2,2092,0
10519,8,I have learnt a lot about myself by being happy. ,1,4603,0
10519,9,I have learnt a lot about myself by being sad. ,1,3483,0
10519,10,How one feels is not the most important thing. ,-1,6038,0
10519,11,"I am always trying to be myself, even if this makes me feel low.",0,10236,0
10519,12,Feeling anger is always good. ,2,2903,0
10519,13,Feeling anger is never good. ,-2,1978,0
10519,14,Anger can be important in life.,2,2149,0
10520,1,I never want to be sad again. ,0,2974,0
10520,2,I feel that occasional sadness is important. ,1,2447,0
10520,3,I enjoy feeling melancholy sometimes.,0,4887,0
10520,4,It is not always bad to feel low. ,1,2843,0
10520,5,It is never good to feel low. ,-1,3484,0
10520,6,When I  feel low I can see things more clearly.,-2,3406,0
10520,7,Feeling sad sometimes is part of normal life,2,2076,0
10520,8,I have learnt a lot about myself by being happy. ,2,3312,0
10520,9,I have learnt a lot about myself by being sad. ,1,5291,0
10520,10,How one feels is not the most important thing. ,2,6195,0
10520,11,"I am always trying to be myself, even if this makes me feel low.",0,9531,0
10520,12,Feeling anger is always good. ,-2,2868,0
10520,13,Feeling anger is never good. ,-1,9488,0
10520,14,Anger can be important in life.,1,4262,0
10521,1,I never want to be sad again. ,-1,1457,0
10521,2,I feel that occasional sadness is important. ,1,4865,0
10521,3,I enjoy feeling melancholy sometimes.,-2,9860,0
10521,4,It is not always bad to feel low. ,2,25197,0
10521,5,It is never good to feel low. ,-1,29088,0
10521,6,When I  feel low I can see things more clearly.,-1,4481,0
10521,7,Feeling sad sometimes is part of normal life,2,4948,0
10521,8,I have learnt a lot about myself by being happy. ,1,10833,0
10521,9,I have learnt a lot about myself by being sad. ,1,9509,0
10521,10,How one feels is not the most important thing. ,1,5239,0
10521,11,"I am always trying to be myself, even if this makes me feel low.",-2,59358,0
10521,12,Feeling anger is always good. ,-1,5335,0
10521,13,Feeling anger is never good. ,-1,18126,0
10521,14,Anger can be important in life.,1,7928,0
10522,1,I never want to be sad again. ,2,2514,0
10522,2,I feel that occasional sadness is important. ,1,2927,0
10522,3,I enjoy feeling melancholy sometimes.,1,2647,0
10522,4,It is not always bad to feel low. ,1,1979,0
10522,5,It is never good to feel low. ,1,2450,0
10522,6,When I  feel low I can see things more clearly.,0,2025,0
10522,7,Feeling sad sometimes is part of normal life,1,3972,0
10522,8,I have learnt a lot about myself by being happy. ,-1,7902,0
10522,9,I have learnt a lot about myself by being sad. ,2,3203,0
10522,10,How one feels is not the most important thing. ,-1,5040,0
10522,11,"I am always trying to be myself, even if this makes me feel low.",-1,7243,0
10522,12,Feeling anger is always good. ,-1,5461,0
10522,13,Feeling anger is never good. ,2,3026,0
10522,14,Anger can be important in life.,1,3245,0
10527,1,I never want to be sad again. ,-1,3470,0
10527,2,I feel that occasional sadness is important. ,1,3750,0
10527,3,I enjoy feeling melancholy sometimes.,0,2985,0
10527,4,It is not always bad to feel low. ,1,9583,0
10527,5,It is never good to feel low. ,-1,7268,0
10527,6,When I  feel low I can see things more clearly.,0,8819,0
10527,7,Feeling sad sometimes is part of normal life,2,3774,0
10527,8,I have learnt a lot about myself by being happy. ,1,957,0
10527,9,I have learnt a lot about myself by being sad. ,1,2832,0
10527,10,How one feels is not the most important thing. ,0,6829,0
10527,11,"I am always trying to be myself, even if this makes me feel low.",1,1464,0
10527,12,Feeling anger is always good. ,-2,2032,0
10527,13,Feeling anger is never good. ,-2,3991,0
10527,14,Anger can be important in life.,1,914,0
10551,1,I never want to be sad again. ,2,2611,0
10551,2,I feel that occasional sadness is important. ,1,2894,0
10551,3,I enjoy feeling melancholy sometimes.,-1,1640,0
10551,4,It is not always bad to feel low. ,0,1502,0
10551,5,It is never good to feel low. ,0,2780,0
10551,6,When I  feel low I can see things more clearly.,-1,5324,0
10551,7,Feeling sad sometimes is part of normal life,1,2643,0
10551,8,I have learnt a lot about myself by being happy. ,0,2806,0
10551,9,I have learnt a lot about myself by being sad. ,1,13768,0
10551,10,How one feels is not the most important thing. ,1,3957,0
10551,11,"I am always trying to be myself, even if this makes me feel low.",-1,2505,0
10551,12,Feeling anger is always good. ,1,1684,0
10551,13,Feeling anger is never good. ,-1,5562,0
10551,14,Anger can be important in life.,1,1386,0
10555,1,I never want to be sad again. ,0,3319,0
10555,2,I feel that occasional sadness is important. ,2,3429,0
10555,3,I enjoy feeling melancholy sometimes.,-1,2676,0
10555,4,It is not always bad to feel low. ,1,5570,0
10555,5,It is never good to feel low. ,-1,2747,0
10555,6,When I  feel low I can see things more clearly.,-1,10268,0
10555,7,Feeling sad sometimes is part of normal life,1,3195,0
10555,8,I have learnt a lot about myself by being happy. ,0,3343,0
10555,9,I have learnt a lot about myself by being sad. ,0,4295,0
10555,10,How one feels is not the most important thing. ,0,11397,0
10555,11,"I am always trying to be myself, even if this makes me feel low.",0,5064,0
10555,12,Feeling anger is always good. ,-1,7278,0
10555,13,Feeling anger is never good. ,-1,3782,0
10555,14,Anger can be important in life.,1,6594,0
10677,1,I never want to be sad again. ,0,3548,0
10677,2,I feel that occasional sadness is important. ,1,1048,0
10677,3,I enjoy feeling melancholy sometimes.,-1,2222,0
10677,4,It is not always bad to feel low. ,0,3146,0
10677,5,It is never good to feel low. ,-1,9726,0
10677,6,When I  feel low I can see things more clearly.,-1,3953,0
10677,7,Feeling sad sometimes is part of normal life,1,2359,0
10677,8,I have learnt a lot about myself by being happy. ,0,5232,0
10677,9,I have learnt a lot about myself by being sad. ,1,5851,0
10677,10,How one feels is not the most important thing. ,0,3209,0
10677,11,"I am always trying to be myself, even if this makes me feel low.",-1,3705,0
10677,12,Feeling anger is always good. ,-2,3218,0
10677,13,Feeling anger is never good. ,-1,2710,0
10677,14,Anger can be important in life.,1,1199,0
10763,1,I never want to be sad again. ,0,2401,0
10763,2,I feel that occasional sadness is important. ,2,3145,0
10763,3,I enjoy feeling melancholy sometimes.,-1,3433,0
10763,4,It is not always bad to feel low. ,0,9107,0
10763,5,It is never good to feel low. ,0,6575,0
10763,6,When I  feel low I can see things more clearly.,-1,7704,0
10763,7,Feeling sad sometimes is part of normal life,2,2741,0
10763,8,I have learnt a lot about myself by being happy. ,1,4955,0
10763,9,I have learnt a lot about myself by being sad. ,1,3714,0
10763,10,How one feels is not the most important thing. ,0,2722,0
10763,11,"I am always trying to be myself, even if this makes me feel low.",-1,4216,0
10763,12,Feeling anger is always good. ,-1,5567,0
10763,13,Feeling anger is never good. ,1,2941,0
10763,14,Anger can be important in life.,0,3962,0
10771,1,I never want to be sad again. ,-2,4678,0
10771,2,I feel that occasional sadness is important. ,2,2397,0
10771,3,I enjoy feeling melancholy sometimes.,2,2325,0
10771,4,It is not always bad to feel low. ,1,5571,0
10771,5,It is never good to feel low. ,-2,3198,0
10771,6,When I  feel low I can see things more clearly.,1,3670,0
10771,7,Feeling sad sometimes is part of normal life,2,5749,0
10771,8,I have learnt a lot about myself by being happy. ,0,4865,0
10771,9,I have learnt a lot about myself by being sad. ,2,2878,0
10771,10,How one feels is not the most important thing. ,1,8114,0
10771,11,"I am always trying to be myself, even if this makes me feel low.",1,3467,0
10771,12,Feeling anger is always good. ,-1,4159,0
10771,13,Feeling anger is never good. ,-2,7535,0
10771,14,Anger can be important in life.,2,3819,0
10795,1,I never want to be sad again. ,-1,1949,0
10795,2,I feel that occasional sadness is important. ,1,5556,0
10795,3,I enjoy feeling melancholy sometimes.,1,1991,0
10795,4,It is not always bad to feel low. ,1,2619,0
10795,5,It is never good to feel low. ,-2,3338,0
10795,6,When I  feel low I can see things more clearly.,-1,1524,0
10795,7,Feeling sad sometimes is part of normal life,1,3660,0
10795,8,I have learnt a lot about myself by being happy. ,1,2779,0
10795,9,I have learnt a lot about myself by being sad. ,1,5499,0
10795,10,How one feels is not the most important thing. ,-1,7598,0
10795,11,"I am always trying to be myself, even if this makes me feel low.",1,7603,0
10795,12,Feeling anger is always good. ,-1,4421,0
10795,13,Feeling anger is never good. ,-2,2093,0
10795,14,Anger can be important in life.,1,234843,0
10799,1,I never want to be sad again. ,0,3131,0
10799,2,I feel that occasional sadness is important. ,0,5227,0
10799,3,I enjoy feeling melancholy sometimes.,1,17500,0
10799,4,It is not always bad to feel low. ,1,5353,0
10799,5,It is never good to feel low. ,-1,3736,0
10799,6,When I  feel low I can see things more clearly.,1,8768,0
10799,7,Feeling sad sometimes is part of normal life,1,3015,0
10799,8,I have learnt a lot about myself by being happy. ,0,5400,0
10799,9,I have learnt a lot about myself by being sad. ,1,4866,0
10799,10,How one feels is not the most important thing. ,-1,11963,0
10799,11,"I am always trying to be myself, even if this makes me feel low.",1,4848,0
10799,12,Feeling anger is always good. ,-1,3200,0
10799,13,Feeling anger is never good. ,0,2350,0
10799,14,Anger can be important in life.,1,3068,0
10800,1,I never want to be sad again. ,-1,1396,0
10800,2,I feel that occasional sadness is important. ,1,4161,0
10800,3,I enjoy feeling melancholy sometimes.,1,3276,0
10800,4,It is not always bad to feel low. ,1,3287,0
10800,5,It is never good to feel low. ,-1,3300,0
10800,6,When I  feel low I can see things more clearly.,0,2161,0
10800,7,Feeling sad sometimes is part of normal life,2,2488,0
