id,item_id,item,agreement_response,agreement_rt,null_resp
10330,2,I feel that occasional sadness is important. ,0.0,9048.0,0
10330,3,I enjoy feeling melancholy sometimes.,-1.0,4314.0,0
10330,4,It is not always bad to feel low. ,-1.0,9472.0,0
10330,5,It is never good to feel low. ,1.0,7471.0,0
10330,6,When I  feel low I can see things more clearly.,-1.0,6264.0,0
10330,7,Feeling sad sometimes is part of normal life,1.0,7647.0,0
10330,8,I have learnt a lot about myself by being happy. ,2.0,7324.0,0
10330,9,I have learnt a lot about myself by being sad. ,1.0,5215.0,0
10330,10,How one feels is not the most important thing. ,1.0,10352.0,0
10330,11,"I am always trying to be myself, even if this makes me feel low.",1.0,6899.0,0
10330,12,Feeling anger is always good. ,-1.0,2384.0,0
10330,13,Feeling anger is never good. ,-1.0,14264.0,0
10330,14,Anger can be important in life.,1.0,3575.0,0
10331,1,I never want to be sad again. ,2.0,1833.0,0
10331,2,I feel that occasional sadness is important. ,1.0,1856.0,0
10331,3,I enjoy feeling melancholy sometimes.,2.0,2036.0,0
10331,4,It is not always bad to feel low. ,2.0,1689.0,0
10331,5,It is never good to feel low. ,-2.0,2376.0,0
10331,6,When I  feel low I can see things more clearly.,0.0,2036.0,0
10331,7,Feeling sad sometimes is part of normal life,2.0,1162.0,0
10331,8,I have learnt a lot about myself by being happy. ,0.0,2666.0,0
10331,9,I have learnt a lot about myself by being sad. ,1.0,3570.0,0
10331,10,How one feels is not the most important thing. ,0.0,1755.0,0
10331,11,"I am always trying to be myself, even if this makes me feel low.",1.0,3688.0,0
10331,12,Feeling anger is always good. ,-2.0,1704.0,0
10331,13,Feeling anger is never good. ,-2.0,3142.0,0
10331,14,Anger can be important in life.,2.0,7808.0,0
10332,1,I never want to be sad again. ,-1.0,5663.0,0
10332,2,I feel that occasional sadness is important. ,1.0,4637.0,0
10332,3,I enjoy feeling melancholy sometimes.,-1.0,1026.0,0
10332,4,It is not always bad to feel low. ,1.0,9323.0,0
10332,5,It is never good to feel low. ,-1.0,1167.0,0
10332,6,When I  feel low I can see things more clearly.,1.0,899.0,0
10332,7,Feeling sad sometimes is part of normal life,1.0,4938.0,0
10332,8,I have learnt a lot about myself by being happy. ,1.0,7271.0,0
10332,9,I have learnt a lot about myself by being sad. ,2.0,6392.0,0
10332,10,How one feels is not the most important thing. ,2.0,7857.0,0
10332,11,"I am always trying to be myself, even if this makes me feel low.",1.0,6003.0,0
10332,12,Feeling anger is always good. ,-1.0,5116.0,0
10332,13,Feeling anger is never good. ,-1.0,14645.0,0
10332,14,Anger can be important in life.,1.0,4211.0,0
10333,1,I never want to be sad again. ,-1.0,1877.0,0
10333,2,I feel that occasional sadness is important. ,1.0,2126.0,0
10333,3,I enjoy feeling melancholy sometimes.,1.0,944.0,0
10333,4,It is not always bad to feel low. ,1.0,1726.0,0
10333,5,It is never good to feel low. ,-2.0,1398.0,0
10333,6,When I  feel low I can see things more clearly.,1.0,1345.0,0
10333,7,Feeling sad sometimes is part of normal life,1.0,1921.0,0
10333,8,I have learnt a lot about myself by being happy. ,1.0,1115.0,0
10333,9,I have learnt a lot about myself by being sad. ,1.0,790.0,0
10333,10,How one feels is not the most important thing. ,-1.0,4322.0,0
10333,11,"I am always trying to be myself, even if this makes me feel low.",1.0,1529.0,0
10333,12,Feeling anger is always good. ,-1.0,1689.0,0
10333,13,Feeling anger is never good. ,-1.0,1617.0,0
10333,14,Anger can be important in life.,1.0,814.0,0
10334,1,I never want to be sad again. ,1.0,3039.0,0
10334,2,I feel that occasional sadness is important. ,1.0,3454.0,0
10334,3,I enjoy feeling melancholy sometimes.,-2.0,3383.0,0
10334,4,It is not always bad to feel low. ,1.0,2639.0,0
10334,5,It is never good to feel low. ,-1.0,6579.0,0
10334,6,When I  feel low I can see things more clearly.,2.0,3198.0,0
10334,7,Feeling sad sometimes is part of normal life,2.0,2408.0,0
10334,8,I have learnt a lot about myself by being happy. ,0.0,4854.0,0
10334,9,I have learnt a lot about myself by being sad. ,2.0,2699.0,0
10334,10,How one feels is not the most important thing. ,-2.0,4233.0,0
10334,11,"I am always trying to be myself, even if this makes me feel low.",2.0,3550.0,0
10334,12,Feeling anger is always good. ,-1.0,2540.0,0
10334,13,Feeling anger is never good. ,0.0,12260.0,0
10334,14,Anger can be important in life.,1.0,1823.0,0
10335,1,I never want to be sad again. ,-1.0,6527.0,0
10335,2,I feel that occasional sadness is important. ,1.0,2526.0,0
10335,3,I enjoy feeling melancholy sometimes.,-1.0,2242.0,0
10335,4,It is not always bad to feel low. ,1.0,1593.0,0
10335,5,It is never good to feel low. ,0.0,2338.0,0
10335,6,When I  feel low I can see things more clearly.,0.0,5199.0,0
10335,7,Feeling sad sometimes is part of normal life,1.0,2175.0,0
10335,8,I have learnt a lot about myself by being happy. ,-1.0,5693.0,0
10335,9,I have learnt a lot about myself by being sad. ,1.0,2248.0,0
10335,10,How one feels is not the most important thing. ,0.0,3156.0,0
10335,11,"I am always trying to be myself, even if this makes me feel low.",0.0,2157.0,0
10335,12,Feeling anger is always good. ,-1.0,1875.0,0
10335,13,Feeling anger is never good. ,1.0,3536.0,0
10335,14,Anger can be important in life.,-1.0,689.0,0
10336,1,I never want to be sad again. ,2.0,5630.0,0
10336,2,I feel that occasional sadness is important. ,1.0,3253.0,0
10336,3,I enjoy feeling melancholy sometimes.,1.0,4152.0,0
10336,4,It is not always bad to feel low. ,-1.0,3503.0,0
10336,5,It is never good to feel low. ,1.0,3372.0,0
10336,6,When I  feel low I can see things more clearly.,-1.0,5877.0,0
10336,7,Feeling sad sometimes is part of normal life,1.0,4398.0,0
10336,8,I have learnt a lot about myself by being happy. ,1.0,4644.0,0
10336,9,I have learnt a lot about myself by being sad. ,1.0,4436.0,0
10336,10,How one feels is not the most important thing. ,-2.0,4128.0,0
10336,11,"I am always trying to be myself, even if this makes me feel low.",2.0,4792.0,0
10336,12,Feeling anger is always good. ,-1.0,12131.0,0
10336,13,Feeling anger is never good. ,-1.0,2589.0,0
10336,14,Anger can be important in life.,-1.0,2863.0,0
10337,1,I never want to be sad again. ,0.0,3186.0,0
10337,2,I feel that occasional sadness is important. ,1.0,2965.0,0
10337,3,I enjoy feeling melancholy sometimes.,1.0,8626.0,0
10337,4,It is not always bad to feel low. ,1.0,6586.0,0
10337,5,It is never good to feel low. ,-1.0,4717.0,0
10337,6,When I  feel low I can see things more clearly.,0.0,1642.0,0
10337,7,Feeling sad sometimes is part of normal life,2.0,2186.0,0
10337,8,I have learnt a lot about myself by being happy. ,1.0,2373.0,0
10337,9,I have learnt a lot about myself by being sad. ,1.0,76266.0,0
10337,10,How one feels is not the most important thing. ,1.0,4382.0,0
10337,11,"I am always trying to be myself, even if this makes me feel low.",1.0,4263.0,0
10337,12,Feeling anger is always good. ,-1.0,3254.0,0
10337,13,Feeling anger is never good. ,0.0,2596.0,0
10337,14,Anger can be important in life.,0.0,5041.0,0
10338,1,I never want to be sad again. ,1.0,602.0,0
10338,2,I feel that occasional sadness is important. ,0.0,359.0,0
10338,3,I enjoy feeling melancholy sometimes.,0.0,555.0,0
10338,4,It is not always bad to feel low. ,1.0,580.0,0
10338,5,It is never good to feel low. ,0.0,773.0,0
10338,6,When I  feel low I can see things more clearly.,-1.0,584.0,0
10338,7,Feeling sad sometimes is part of normal life,1.0,1463.0,0
10338,8,I have learnt a lot about myself by being happy. ,-1.0,647.0,0
10338,9,I have learnt a lot about myself by being sad. ,0.0,790.0,0
10338,10,How one feels is not the most important thing. ,0.0,500.0,0
10338,11,"I am always trying to be myself, even if this makes me feel low.",1.0,374.0,0
10338,12,Feeling anger is always good. ,1.0,384.0,0
10338,13,Feeling anger is never good. ,0.0,602.0,0
10338,14,Anger can be important in life.,0.0,273.0,0
10339,1,I never want to be sad again. ,2.0,3190.0,0
10339,2,I feel that occasional sadness is important. ,1.0,3058.0,0
10339,3,I enjoy feeling melancholy sometimes.,-1.0,3522.0,0
10339,4,It is not always bad to feel low. ,1.0,2414.0,0
10339,5,It is never good to feel low. ,2.0,1912.0,0
10339,6,When I  feel low I can see things more clearly.,0.0,3543.0,0
10339,7,Feeling sad sometimes is part of normal life,1.0,1504.0,0
10339,8,I have learnt a lot about myself by being happy. ,2.0,3418.0,0
10339,9,I have learnt a lot about myself by being sad. ,1.0,2198.0,0
10339,10,How one feels is not the most important thing. ,0.0,4784.0,0
10339,11,"I am always trying to be myself, even if this makes me feel low.",1.0,5090.0,0
10339,12,Feeling anger is always good. ,-1.0,2590.0,0
10339,13,Feeling anger is never good. ,0.0,3097.0,0
10339,14,Anger can be important in life.,-1.0,2720.0,0
10340,1,I never want to be sad again. ,0.0,3155.0,0
10340,2,I feel that occasional sadness is important. ,0.0,1898.0,0
10340,3,I enjoy feeling melancholy sometimes.,-1.0,1558.0,0
10340,4,It is not always bad to feel low. ,1.0,3332.0,0
10340,5,It is never good to feel low. ,0.0,2479.0,0
10340,6,When I  feel low I can see things more clearly.,-1.0,2664.0,0
10340,7,Feeling sad sometimes is part of normal life,1.0,901.0,0
10340,8,I have learnt a lot about myself by being happy. ,0.0,5735.0,0
10340,9,I have learnt a lot about myself by being sad. ,1.0,3067.0,0
10340,10,How one feels is not the most important thing. ,0.0,3627.0,0
10340,11,"I am always trying to be myself, even if this makes me feel low.",1.0,3597.0,0
10340,12,Feeling anger is always good. ,-2.0,2318.0,0
10340,13,Feeling anger is never good. ,0.0,3267.0,0
10340,14,Anger can be important in life.,0.0,2300.0,0
10341,1,I never want to be sad again. ,-1.0,450.0,0
10341,2,I feel that occasional sadness is important. ,-1.0,753.0,0
10341,3,I enjoy feeling melancholy sometimes.,-2.0,663.0,0
10341,4,It is not always bad to feel low. ,-2.0,2846.0,0
10341,5,It is never good to feel low. ,-2.0,1657.0,0
10341,6,When I  feel low I can see things more clearly.,-1.0,843.0,0
10341,7,Feeling sad sometimes is part of normal life,0.0,2304.0,0
10341,8,I have learnt a lot about myself by being happy. ,1.0,5375.0,0
10341,9,I have learnt a lot about myself by being sad. ,0.0,574.0,0
10341,10,How one feels is not the most important thing. ,-1.0,1486.0,0
10341,11,"I am always trying to be myself, even if this makes me feel low.",0.0,955.0,0
10341,12,Feeling anger is always good. ,-1.0,17201.0,0
10341,13,Feeling anger is never good. ,-1.0,2498.0,0
10341,14,Anger can be important in life.,-1.0,2309.0,0
10342,1,I never want to be sad again. ,2.0,3889.0,0
10342,2,I feel that occasional sadness is important. ,-1.0,7004.0,0
10342,3,I enjoy feeling melancholy sometimes.,-2.0,2788.0,0
10342,4,It is not always bad to feel low. ,0.0,5842.0,0
10342,5,It is never good to feel low. ,1.0,17434.0,0
10342,6,When I  feel low I can see things more clearly.,-1.0,9056.0,0
10342,7,Feeling sad sometimes is part of normal life,2.0,5632.0,0
10342,8,I have learnt a lot about myself by being happy. ,-2.0,2999.0,0
10342,9,I have learnt a lot about myself by being sad. ,1.0,2861.0,0
10342,10,How one feels is not the most important thing. ,1.0,5704.0,0
10342,11,"I am always trying to be myself, even if this makes me feel low.",1.0,3637.0,0
10342,12,Feeling anger is always good. ,-2.0,2860.0,0
10342,13,Feeling anger is never good. ,-1.0,7338.0,0
10342,14,Anger can be important in life.,1.0,2742.0,0
10343,1,I never want to be sad again. ,1.0,1689.0,0
10343,2,I feel that occasional sadness is important. ,-1.0,5941.0,0
10343,3,I enjoy feeling melancholy sometimes.,-2.0,4020.0,0
10343,4,It is not always bad to feel low. ,0.0,2528.0,0
10343,5,It is never good to feel low. ,1.0,8153.0,0
10343,6,When I  feel low I can see things more clearly.,-1.0,9910.0,0
10343,7,Feeling sad sometimes is part of normal life,1.0,5039.0,0
10343,8,I have learnt a lot about myself by being happy. ,1.0,2365.0,0
10343,9,I have learnt a lot about myself by being sad. ,0.0,20675.0,0
10343,10,How one feels is not the most important thing. ,-1.0,8039.0,0
10343,11,"I am always trying to be myself, even if this makes me feel low.",0.0,11306.0,0
10343,12,Feeling anger is always good. ,-1.0,5999.0,0
10343,13,Feeling anger is never good. ,-1.0,3459.0,0
10343,14,Anger can be important in life.,1.0,2201.0,0
10344,1,I never want to be sad again. ,2.0,4438.0,0
10344,2,I feel that occasional sadness is important. ,0.0,4952.0,0
10344,3,I enjoy feeling melancholy sometimes.,-1.0,4144.0,0
10344,4,It is not always bad to feel low. ,2.0,2488.0,0
10344,5,It is never good to feel low. ,2.0,4224.0,0
10344,6,When I  feel low I can see things more clearly.,-2.0,2459.0,0
10344,7,Feeling sad sometimes is part of normal life,1.0,16992.0,0
10344,8,I have learnt a lot about myself by being happy. ,2.0,568.0,0
10344,9,I have learnt a lot about myself by being sad. ,2.0,4624.0,0
10344,10,How one feels is not the most important thing. ,2.0,8939.0,0
10344,11,"I am always trying to be myself, even if this makes me feel low.",2.0,3437.0,0
10344,12,Feeling anger is always good. ,2.0,1488.0,0
10344,13,Feeling anger is never good. ,2.0,448.0,0
10344,14,Anger can be important in life.,-1.0,2856.0,0
10345,1,I never want to be sad again. ,1.0,5272.0,0
10345,2,I feel that occasional sadness is important. ,1.0,3046.0,0
10345,3,I enjoy feeling melancholy sometimes.,-1.0,3185.0,0
10345,4,It is not always bad to feel low. ,1.0,3325.0,0
10345,5,It is never good to feel low. ,0.0,3733.0,0
10345,6,When I  feel low I can see things more clearly.,1.0,2245.0,0
10345,7,Feeling sad sometimes is part of normal life,2.0,2196.0,0
10345,8,I have learnt a lot about myself by being happy. ,0.0,4242.0,0
10345,9,I have learnt a lot about myself by being sad. ,2.0,2714.0,0
10345,10,How one feels is not the most important thing. ,0.0,3218.0,0
10345,11,"I am always trying to be myself, even if this makes me feel low.",1.0,4914.0,0
10345,12,Feeling anger is always good. ,-2.0,3424.0,0
10345,13,Feeling anger is never good. ,-1.0,3050.0,0
10345,14,Anger can be important in life.,1.0,1692.0,0
10346,1,I never want to be sad again. ,1.0,534.0,0
10346,2,I feel that occasional sadness is important. ,1.0,1098.0,0
10346,3,I enjoy feeling melancholy sometimes.,1.0,425.0,0
10346,4,It is not always bad to feel low. ,1.0,1035.0,0
10346,5,It is never good to feel low. ,0.0,3060.0,0
10346,6,When I  feel low I can see things more clearly.,0.0,2396.0,0
10346,7,Feeling sad sometimes is part of normal life,1.0,897.0,0
10346,8,I have learnt a lot about myself by being happy. ,1.0,620.0,0
10346,9,I have learnt a lot about myself by being sad. ,0.0,1635.0,0
10346,10,How one feels is not the most important thing. ,1.0,611.0,0
10346,11,"I am always trying to be myself, even if this makes me feel low.",1.0,5181.0,0
10346,12,Feeling anger is always good. ,1.0,776.0,0
10346,13,Feeling anger is never good. ,1.0,2511.0,0
10346,14,Anger can be important in life.,1.0,916.0,0
10347,1,I never want to be sad again. ,-1.0,3914.0,0
10347,2,I feel that occasional sadness is important. ,2.0,2240.0,0
10347,3,I enjoy feeling melancholy sometimes.,1.0,4659.0,0
10347,4,It is not always bad to feel low. ,2.0,59417.0,0
10347,5,It is never good to feel low. ,-2.0,3468.0,0
10347,6,When I  feel low I can see things more clearly.,0.0,4512.0,0
10347,7,Feeling sad sometimes is part of normal life,2.0,2946.0,0
10347,8,I have learnt a lot about myself by being happy. ,2.0,3991.0,0
10347,9,I have learnt a lot about myself by being sad. ,2.0,3188.0,0
10347,10,How one feels is not the most important thing. ,-1.0,5468.0,0
10347,11,"I am always trying to be myself, even if this makes me feel low.",2.0,3354.0,0
10347,12,Feeling anger is always good. ,-1.0,1894.0,0
10347,13,Feeling anger is never good. ,-2.0,3182.0,0
10347,14,Anger can be important in life.,1.0,12922.0,0
10348,1,I never want to be sad again. ,1.0,3265.0,0
10348,2,I feel that occasional sadness is important. ,1.0,4051.0,0
10348,3,I enjoy feeling melancholy sometimes.,1.0,3510.0,0
10348,4,It is not always bad to feel low. ,1.0,2516.0,0
10348,5,It is never good to feel low. ,0.0,3416.0,0
10348,6,When I  feel low I can see things more clearly.,1.0,5973.0,0
10348,7,Feeling sad sometimes is part of normal life,2.0,3917.0,0
10348,8,I have learnt a lot about myself by being happy. ,0.0,6057.0,0
10348,9,I have learnt a lot about myself by being sad. ,1.0,1833.0,0
10348,10,How one feels is not the most important thing. ,0.0,4289.0,0
10348,11,"I am always trying to be myself, even if this makes me feel low.",1.0,4025.0,0
10348,12,Feeling anger is always good. ,-1.0,6405.0,0
10348,13,Feeling anger is never good. ,-1.0,2692.0,0
10348,14,Anger can be important in life.,1.0,4590.0,0
10349,1,I never want to be sad again. ,2.0,3005.0,0
10349,2,I feel that occasional sadness is important. ,1.0,3536.0,0
10349,3,I enjoy feeling melancholy sometimes.,1.0,2481.0,0
10349,4,It is not always bad to feel low. ,-1.0,10720.0,0
10349,5,It is never good to feel low. ,1.0,1360.0,0
10349,6,When I  feel low I can see things more clearly.,-1.0,6987.0,0
10349,7,Feeling sad sometimes is part of normal life,1.0,1976.0,0
10349,8,I have learnt a lot about myself by being happy. ,-2.0,22863.0,0
10349,9,I have learnt a lot about myself by being sad. ,1.0,21288.0,0
10349,10,How one feels is not the most important thing. ,-2.0,3158.0,0
10349,11,"I am always trying to be myself, even if this makes me feel low.",1.0,7419.0,0
10349,12,Feeling anger is always good. ,1.0,2771.0,0
10349,13,Feeling anger is never good. ,0.0,1174.0,0
10349,14,Anger can be important in life.,0.0,4487.0,0
10350,1,I never want to be sad again. ,1.0,2704.0,0
10350,2,I feel that occasional sadness is important. ,1.0,1664.0,0
10350,3,I enjoy feeling melancholy sometimes.,1.0,2705.0,0
10350,4,It is not always bad to feel low. ,1.0,2233.0,0
10350,5,It is never good to feel low. ,0.0,1832.0,0
10350,6,When I  feel low I can see things more clearly.,0.0,7727.0,0
10350,7,Feeling sad sometimes is part of normal life,1.0,2040.0,0
10350,8,I have learnt a lot about myself by being happy. ,1.0,2030.0,0
10350,9,I have learnt a lot about myself by being sad. ,1.0,4024.0,0
10350,10,How one feels is not the most important thing. ,-1.0,4160.0,0
10350,11,"I am always trying to be myself, even if this makes me feel low.",1.0,1904.0,0
10350,12,Feeling anger is always good. ,0.0,3872.0,0
10350,13,Feeling anger is never good. ,2.0,1705.0,0
10350,14,Anger can be important in life.,1.0,5768.0,0
10351,1,I never want to be sad again. ,-1.0,14747.0,0
10351,2,I feel that occasional sadness is important. ,1.0,4235.0,0
10351,3,I enjoy feeling melancholy sometimes.,1.0,2997.0,0
10351,4,It is not always bad to feel low. ,-1.0,7501.0,0
10351,5,It is never good to feel low. ,1.0,4743.0,0
10351,6,When I  feel low I can see things more clearly.,-2.0,3651.0,0
10351,7,Feeling sad sometimes is part of normal life,2.0,2751.0,0
10351,8,I have learnt a lot about myself by being happy. ,2.0,5819.0,0
10351,9,I have learnt a lot about myself by being sad. ,2.0,6083.0,0
10351,10,How one feels is not the most important thing. ,2.0,4761.0,0
10351,11,"I am always trying to be myself, even if this makes me feel low.",1.0,4697.0,0
10351,12,Feeling anger is always good. ,0.0,7461.0,0
10351,13,Feeling anger is never good. ,0.0,7937.0,0
10351,14,Anger can be important in life.,0.0,3431.0,0
10352,1,I never want to be sad again. ,1.0,8792.0,0
10352,2,I feel that occasional sadness is important. ,-1.0,11750.0,0
10352,3,I enjoy feeling melancholy sometimes.,1.0,3980.0,0
10352,4,It is not always bad to feel low. ,0.0,8880.0,0
10352,5,It is never good to feel low. ,2.0,4533.0,0
10352,6,When I  feel low I can see things more clearly.,-1.0,5640.0,0
10352,7,Feeling sad sometimes is part of normal life,2.0,8958.0,0
10352,8,I have learnt a lot about myself by being happy. ,2.0,4927.0,0
10352,9,I have learnt a lot about myself by being sad. ,0.0,3469.0,0
10352,10,How one feels is not the most important thing. ,-1.0,8148.0,0
10352,11,"I am always trying to be myself, even if this makes me feel low.",1.0,3676.0,0
10352,12,Feeling anger is always good. ,-2.0,5258.0,0
10352,13,Feeling anger is never good. ,2.0,5998.0,0
10352,14,Anger can be important in life.,-2.0,2901.0,0
10353,1,I never want to be sad again. ,2.0,1640.0,0
10353,2,I feel that occasional sadness is important. ,1.0,3712.0,0
10353,3,I enjoy feeling melancholy sometimes.,1.0,1712.0,0
10353,4,It is not always bad to feel low. ,0.0,2424.0,0
10353,5,It is never good to feel low. ,1.0,2368.0,0
10353,6,When I  feel low I can see things more clearly.,1.0,4608.0,0
10353,7,Feeling sad sometimes is part of normal life,2.0,6193.0,0
10353,8,I have learnt a lot about myself by being happy. ,0.0,2304.0,0
10353,9,I have learnt a lot about myself by being sad. ,0.0,2800.0,0
10353,10,How one feels is not the most important thing. ,1.0,3687.0,0
10353,11,"I am always trying to be myself, even if this makes me feel low.",2.0,3520.0,0
10353,12,Feeling anger is always good. ,-2.0,2016.0,0
10353,13,Feeling anger is never good. ,-1.0,5296.0,0
10353,14,Anger can be important in life.,1.0,2488.0,0
10354,1,I never want to be sad again. ,-2.0,3136.0,0
10354,2,I feel that occasional sadness is important. ,1.0,3320.0,0
10354,3,I enjoy feeling melancholy sometimes.,1.0,3176.0,0
10354,4,It is not always bad to feel low. ,1.0,3704.0,0
10354,5,It is never good to feel low. ,-1.0,6216.0,0
10354,6,When I  feel low I can see things more clearly.,-1.0,12656.0,0
10354,7,Feeling sad sometimes is part of normal life,1.0,3464.0,0
10354,8,I have learnt a lot about myself by being happy. ,2.0,4392.0,0
10354,9,I have learnt a lot about myself by being sad. ,2.0,3040.0,0
10354,10,How one feels is not the most important thing. ,0.0,4888.0,0
10354,11,"I am always trying to be myself, even if this makes me feel low.",1.0,12120.0,0
10354,12,Feeling anger is always good. ,-1.0,4016.0,0
10354,13,Feeling anger is never good. ,-1.0,2400.0,0
10354,14,Anger can be important in life.,1.0,2896.0,0
10355,1,I never want to be sad again. ,0.0,6739.0,0
10355,2,I feel that occasional sadness is important. ,1.0,2537.0,0
10355,3,I enjoy feeling melancholy sometimes.,0.0,3323.0,0
10355,4,It is not always bad to feel low. ,1.0,3860.0,0
10355,5,It is never good to feel low. ,-1.0,2458.0,0
10355,6,When I  feel low I can see things more clearly.,1.0,3725.0,0
10355,7,Feeling sad sometimes is part of normal life,2.0,3098.0,0
10355,8,I have learnt a lot about myself by being happy. ,-1.0,6167.0,0
10355,9,I have learnt a lot about myself by being sad. ,1.0,2356.0,0
10355,10,How one feels is not the most important thing. ,0.0,3286.0,0
10355,11,"I am always trying to be myself, even if this makes me feel low.",1.0,4822.0,0
10355,12,Feeling anger is always good. ,-2.0,3290.0,0
10355,13,Feeling anger is never good. ,-1.0,3230.0,0
10355,14,Anger can be important in life.,2.0,3891.0,0
10356,1,I never want to be sad again. ,1.0,2696.0,0
10356,2,I feel that occasional sadness is important. ,2.0,2190.0,0
10356,3,I enjoy feeling melancholy sometimes.,1.0,4969.0,0
10356,4,It is not always bad to feel low. ,1.0,3618.0,0
10356,5,It is never good to feel low. ,1.0,3157.0,0
10356,6,When I  feel low I can see things more clearly.,1.0,4181.0,0
10356,7,Feeling sad sometimes is part of normal life,2.0,2752.0,0
10356,8,I have learnt a lot about myself by being happy. ,-1.0,3809.0,0
10356,9,I have learnt a lot about myself by being sad. ,2.0,3424.0,0
10356,10,How one feels is not the most important thing. ,1.0,4449.0,0
10356,11,"I am always trying to be myself, even if this makes me feel low.",1.0,8813.0,0
10356,12,Feeling anger is always good. ,-2.0,4145.0,0
10356,13,Feeling anger is never good. ,-1.0,3080.0,0
10356,14,Anger can be important in life.,1.0,3138.0,0
10357,1,I never want to be sad again. ,-1.0,2213.0,0
10357,2,I feel that occasional sadness is important. ,2.0,1618.0,0
10357,3,I enjoy feeling melancholy sometimes.,1.0,2108.0,0
10357,4,It is not always bad to feel low. ,1.0,1812.0,0
10357,5,It is never good to feel low. ,-1.0,3188.0,0
10357,6,When I  feel low I can see things more clearly.,0.0,1769.0,0
10357,7,Feeling sad sometimes is part of normal life,2.0,2282.0,0
10357,8,I have learnt a lot about myself by being happy. ,1.0,4567.0,0
10357,9,I have learnt a lot about myself by being sad. ,1.0,3077.0,0
10357,10,How one feels is not the most important thing. ,0.0,1819.0,0
10357,11,"I am always trying to be myself, even if this makes me feel low.",1.0,2757.0,0
10357,12,Feeling anger is always good. ,0.0,2192.0,0
10357,13,Feeling anger is never good. ,0.0,1954.0,0
10357,14,Anger can be important in life.,1.0,2118.0,0
10358,1,I never want to be sad again. ,1.0,2619.0,0
10358,2,I feel that occasional sadness is important. ,1.0,2340.0,0
10358,3,I enjoy feeling melancholy sometimes.,1.0,3139.0,0
10358,4,It is not always bad to feel low. ,1.0,3264.0,0
10358,5,It is never good to feel low. ,-1.0,12202.0,0
10358,6,When I  feel low I can see things more clearly.,-1.0,7488.0,0
10358,7,Feeling sad sometimes is part of normal life,1.0,2512.0,0
10358,8,I have learnt a lot about myself by being happy. ,1.0,4659.0,0
10358,9,I have learnt a lot about myself by being sad. ,1.0,2240.0,0
10358,10,How one feels is not the most important thing. ,-1.0,9439.0,0
10358,11,"I am always trying to be myself, even if this makes me feel low.",0.0,5617.0,0
10358,12,Feeling anger is always good. ,-1.0,1832.0,0
10358,13,Feeling anger is never good. ,0.0,8140.0,0
10358,14,Anger can be important in life.,1.0,2479.0,0
10359,1,I never want to be sad again. ,0.0,2356.0,0
10359,2,I feel that occasional sadness is important. ,1.0,3265.0,0
10359,3,I enjoy feeling melancholy sometimes.,2.0,1960.0,0
10359,4,It is not always bad to feel low. ,0.0,2980.0,0
10359,5,It is never good to feel low. ,0.0,3805.0,0
10359,6,When I  feel low I can see things more clearly.,-1.0,5225.0,0
10359,7,Feeling sad sometimes is part of normal life,1.0,3957.0,0
10359,8,I have learnt a lot about myself by being happy. ,1.0,14505.0,0
10359,9,I have learnt a lot about myself by being sad. ,2.0,2492.0,0
10359,10,How one feels is not the most important thing. ,-1.0,1758.0,0
10359,11,"I am always trying to be myself, even if this makes me feel low.",2.0,3840.0,0
10359,12,Feeling anger is always good. ,-1.0,11682.0,0
10359,13,Feeling anger is never good. ,0.0,2471.0,0
10359,14,Anger can be important in life.,1.0,3026.0,0
10361,1,I never want to be sad again. ,2.0,2203.0,0
10361,2,I feel that occasional sadness is important. ,-1.0,4288.0,0
10361,3,I enjoy feeling melancholy sometimes.,-1.0,13995.0,0
10361,4,It is not always bad to feel low. ,-1.0,2866.0,0
10361,5,It is never good to feel low. ,1.0,4674.0,0
10361,6,When I  feel low I can see things more clearly.,-1.0,3511.0,0
10361,7,Feeling sad sometimes is part of normal life,1.0,3966.0,0
10361,8,I have learnt a lot about myself by being happy. ,-1.0,4422.0,0
10361,9,I have learnt a lot about myself by being sad. ,0.0,2896.0,0
10361,10,How one feels is not the most important thing. ,0.0,4053.0,0
10361,11,"I am always trying to be myself, even if this makes me feel low.",0.0,3905.0,0
10361,12,Feeling anger is always good. ,-2.0,4320.0,0
10361,13,Feeling anger is never good. ,0.0,4331.0,0
10361,14,Anger can be important in life.,-1.0,5072.0,0
10362,1,I never want to be sad again. ,-1.0,3896.0,0
10362,2,I feel that occasional sadness is important. ,1.0,3576.0,0
10362,3,I enjoy feeling melancholy sometimes.,1.0,3679.0,0
10362,4,It is not always bad to feel low. ,1.0,1920.0,0
10362,5,It is never good to feel low. ,-1.0,2479.0,0
10362,6,When I  feel low I can see things more clearly.,-1.0,5470.0,0
10362,7,Feeling sad sometimes is part of normal life,2.0,1944.0,0
10362,8,I have learnt a lot about myself by being happy. ,0.0,4239.0,0
10362,9,I have learnt a lot about myself by being sad. ,1.0,2632.0,0
10362,10,How one feels is not the most important thing. ,0.0,3743.0,0
10362,11,"I am always trying to be myself, even if this makes me feel low.",1.0,7041.0,0
10362,12,Feeling anger is always good. ,0.0,2921.0,0
10362,13,Feeling anger is never good. ,-1.0,3664.0,0
10362,14,Anger can be important in life.,1.0,2329.0,0
10363,1,I never want to be sad again. ,1.0,2495.0,0
10363,2,I feel that occasional sadness is important. ,0.0,6590.0,0
10363,3,I enjoy feeling melancholy sometimes.,-2.0,1209.0,0
