id,item_id,item,view_response,choice_text,view_rt,null_resp
10444,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",38768.0,0
10444,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,15923.0,0
10445,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",5234.0,0
10445,1,Depression,2.0,Depression is the absence of emotions,12199.0,0
10446,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",6082.0,0
10446,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,9431.0,0
10447,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",4033.0,0
10447,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,5810.0,0
10448,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",6626.0,0
10448,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,8014.0,0
10449,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",20511.0,0
10449,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,44249.0,0
10450,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",15496.0,0
10450,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,17549.0,0
10451,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",12012.0,0
10451,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,16760.0,0
10452,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",9119.0,0
10452,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,13951.0,0
10453,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",12004.0,0
10453,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,13865.0,0
10454,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",17208.0,0
10454,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,17135.0,0
10455,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",20132.0,0
10455,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,15792.0,0
10456,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",12173.0,0
10456,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,9260.0,0
10457,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",79707.0,0
10457,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,2978.0,0
10458,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",5865.0,0
10458,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,9739.0,0
10459,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",8512.0,0
10459,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,12383.0,0
10460,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",9608.0,0
10460,1,Depression,2.0,Depression is the absence of emotions,11349.0,0
10461,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",11862.0,0
10461,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,11255.0,0
10462,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",5155.0,0
10462,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,5261.0,0
10463,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",15409.0,0
10463,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,14869.0,0
10464,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",13627.0,0
10464,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,13283.0,0
10465,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",5850.0,0
10465,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,98071.0,0
10466,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",7758.0,0
10466,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,9070.0,0
10467,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",6397.0,0
10467,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,5830.0,0
10468,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",8605.0,0
10468,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,16683.0,0
10469,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",5499.0,0
10469,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,7185.0,0
10470,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",10007.0,0
10470,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,15679.0,0
10471,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",9239.0,0
10471,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,15495.0,0
10472,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",6914.0,0
10472,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,6352.0,0
10473,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",12712.0,0
10473,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,12314.0,0
10474,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",5271.0,0
10474,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,7631.0,0
10476,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",4054.0,0
10476,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,21900.0,0
10478,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",7374.0,0
10478,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,1277.0,0
10479,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",8861.0,0
10479,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,7943.0,0
10480,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",6470.0,0
10480,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,16591.0,0
10482,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",10498.0,0
10482,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,7914.0,0
10483,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",7034.0,0
10483,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,13041.0,0
10484,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",9179.0,0
10484,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,12127.0,0
10485,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",14009.0,0
10485,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,9949.0,0
10486,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",5684.0,0
10486,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,4670.0,0
10487,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",7867.0,0
10487,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,7715.0,0
10488,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",9289.0,0
10488,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,12198.0,0
10489,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",11247.0,0
10489,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,6434.0,0
10490,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",20718.0,0
10490,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,15843.0,0
10491,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",5016.0,0
10491,1,Depression,2.0,Depression is the absence of emotions,9091.0,0
10492,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",6342.0,0
10492,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,18806.0,0
10493,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",7885.0,0
10493,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,6800.0,0
10494,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",6624.0,0
10494,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,9282.0,0
10497,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",9942.0,0
10497,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,15044.0,0
10498,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",11767.0,0
10498,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,18735.0,0
10499,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",6884.0,0
10499,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,25155.0,0
10500,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",9712.0,0
10500,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,11020.0,0
10501,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",4062.0,0
10501,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,2964.0,0
10502,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",4784.0,0
10502,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,4054.0,0
10504,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",10125.0,0
10504,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,13183.0,0
10505,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",10845.0,0
10505,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,20622.0,0
10506,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",18552.0,0
10506,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,18446.0,0
10507,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",9886.0,0
10507,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,16141.0,0
10508,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",16289.0,0
10508,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,12336.0,0
10509,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",732.0,0
10509,1,Depression,2.0,Depression is the absence of emotions,4336.0,0
10510,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",8698.0,0
10510,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,8400.0,0
