Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-ul9c,checkpoint-yhhe,checkpoint-43k7,branch-r1a2,checkpoint-6g2b,Current direct ax/tx BDD object-2 Response,Current direct ax/tx BDD object-2 Quantised,Current ax/tx BDD details object-29 Response,Current ax/tx BDD details object-29 Quantised,Frequency of BDD in current service object-3 Response,Frequency of BDD in current service object-3 Quantised,N BDD per year current service object-4 Response,N BDD per year current service object-4 Quantised,Previous direct ax/tx BDD object-21 Response,Previous direct ax/tx BDD object-21 Quantised,Prev ax/tx BDD details object-30 Response,Prev ax/tx BDD details object-30 Quantised,Guidelines for BDD object-15 Value,Protocols for BDD object-17 Value,Anything else to tell us object-19 Value
1,1748945049005,03/06/2025 10:04:09,1748948649005,1,03/06/2025 12:04:09,212748,2,questionnaire-5n73,,46784507,a90bh1p8,13559504,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1920x1080,1912x962,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Less than once a year,5,0 to 5,1,Not applicable (I haven't worked in other services),4,,,no,no,-
1,1748945264200,03/06/2025 10:07:44,1748948864200,1,03/06/2025 12:07:44,212748,2,questionnaire-5n73,,46784687,a7j7fzvu,13560385,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Less than once a year,5,0 to 5,1,Yes,1,Only assessed BDD,1,NICE guidelines,None,I worked with BDD in context of working with young people with eating disorders. More often than not the diagnosis given to these young people was anorexia nervosa and BDD was not clearly part of the formulation.
1,1748945825770,03/06/2025 10:17:05,1748949425770,1,03/06/2025 12:17:05,212748,2,questionnaire-5n73,,46785191,w5nkpox8,13560333,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1366x768,1358x650,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Unsure,3,,,Unsure,7,11 to 15,3,No,2,,,NICE guidelines,None,
1,1748948719708,03/06/2025 11:05:19,1748952319708,1,03/06/2025 13:05:19,212748,2,questionnaire-5n73,,46787778,z7jr3rme,13560812,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Unsure,7,0 to 5,1,Not applicable (I haven't worked in other services),4,,,NICE,CBT,
1,1748949248699,03/06/2025 11:14:08,1748952848699,1,03/06/2025 13:14:08,212748,2,questionnaire-5n73,,46788153,6cb72in1,13561121,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Only assessed BDD,1,Every month,2,0 to 5,1,Yes,1,Only assessed BDD,1,NICE Guidance around OCD and BDD 2005 ,None. ,
1,1748951354933,03/06/2025 11:49:14,1748954954933,1,03/06/2025 13:49:14,212748,2,questionnaire-5n73,,46789559,f9oxg8kw,13561452,,complete,,,mobile,undefined K,Android 10,Edge 136.0.0.0,360x880,360x696,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Never,6,0 to 5,1,No,2,,,the maudsley ones,no,no
1,1748956066051,03/06/2025 13:07:46,1748959666051,1,03/06/2025 15:07:46,212748,2,questionnaire-5n73,,46794863,koygm5q9,13562824,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both assessed and treated BDD,3,Every 6-12 months,4,0 to 5,1,Unsure,3,,,NICE guidelines,I tend to use Greenberg et al 2010 paper (Cognitive Behvaiour Therpay for Adolescent Body Dysmorphic Disroder) as treatment guide with its adaptations for adolescents from adult models,"I think it can often get missed and disgnosed as other conditions, such as OCD, Social Anxiety and Depression, though often there is co-morbidity. "
1,1748962727496,03/06/2025 14:58:47,1748966327496,1,03/06/2025 16:58:47,212748,2,questionnaire-5n73,,46801904,tfg33lm0,13564833,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x768,1272x650,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Never,6,0 to 5,1,Not applicable (I haven't worked in other services),4,,,None,None,None
1,1748962749300,03/06/2025 14:59:09,1748966349300,1,03/06/2025 16:59:09,212748,2,questionnaire-5n73,,46801930,sck80nvx,13565223,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Every 2-6 months,3,26 to 35,5,No,2,,,none,none,
1,1748964203357,03/06/2025 15:23:23,1748967803357,1,03/06/2025 17:23:23,212748,2,questionnaire-5n73,,46803237,1nde45cl,13565324,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x568,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Unsure,7,16 to 25,4,Not applicable (I haven't worked in other services),4,,,CBT,none,Have trained in Body project but unable to use in LICBT with my current managers
1,1748977166209,03/06/2025 18:59:26,1748980766209,1,03/06/2025 20:59:26,212748,2,questionnaire-5n73,,46811141,t9qabfhw,13565276,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Never,6,0 to 5,1,No,2,,,None,None,None
1,1748977200050,03/06/2025 19:00:00,1748980800050,1,03/06/2025 21:00:00,212748,2,questionnaire-5n73,,46811162,ywhrbqcy,13567972,,complete,,,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,393x852,393x659,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Only assessed BDD,1,Every 6-12 months,4,0 to 5,1,No,2,,,NICE guidelines ,no ,There appears to be a crossover between BDD and OCD in terms of reassurance seeking and repetitive behaviours/compulsions 
1,1749025366194,04/06/2025 08:22:46,1749028966194,1,04/06/2025 10:22:46,212748,2,questionnaire-5n73,,46826207,yacm5giw,13570868,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1216x538,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Only assessed BDD,1,Every 6-12 months,4,6 to 10,2,No,2,,,Yes CBT and in some situations joined with SSRI's . ,CBT manual,
1,1749028912886,04/06/2025 09:21:52,1749032512886,1,04/06/2025 11:21:52,212748,2,questionnaire-5n73,,46829691,zd6lnyf7,13571427,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Only assessed BDD,1,Every 6-12 months,4,16 to 25,4,Yes,1,Only assessed BDD,1,none,none,
1,1749029702483,04/06/2025 09:35:02,1749033302483,1,04/06/2025 11:35:02,212748,2,questionnaire-5n73,,46830284,rlvjqf5g,13571595,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1232x602,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Never,6,0 to 5,1,No,2,,,None,None,"I have worked with young people that may show some presentations of body dysmorhpia as a secondary problem to what we are working on. There seems to be a strong link between YP who identify as transgender or non-binary, and feelings of dysmorphia. I have not worked with any YP that have this diagnosis. "
1,1749030145437,04/06/2025 09:42:25,1749033745437,1,04/06/2025 11:42:25,212748,2,questionnaire-5n73,,46830600,28t4oc60,13571703,,live,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1280x720,1272x594,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Only assessed BDD,1,Unsure,7,26 to 35,5,Not applicable (I haven't worked in other services),4,,,none,none ,
1,1749030172147,04/06/2025 09:42:52,1749033772147,1,04/06/2025 11:42:52,212748,2,questionnaire-5n73,,46830628,a1xnknre,13571429,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Only assessed BDD,1,Every 6-12 months,4,0 to 5,1,Yes,1,Only assessed BDD,1,NICE guidelines,Maudsley manual (David Veale),
1,1749030472721,04/06/2025 09:47:52,1749034072721,1,04/06/2025 11:47:52,212748,2,questionnaire-5n73,,46830853,tp17swac,13571811,,live,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Only assessed BDD,1,Every 6-12 months,4,6 to 10,2,No,2,,,NICE,No,Children often present with some features but it is seldom the primary concern. 
1,1749031100774,04/06/2025 09:58:20,1749034700774,1,04/06/2025 11:58:20,212748,2,questionnaire-5n73,,46831474,ezvm46aw,13571948,,live,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both assessed and treated BDD,3,Every 2-6 months,3,0 to 5,1,Not applicable (I haven't worked in other services),4,,,"NICE for BDD and OCD
BDDF has some helpful information",No - tend to take information from various sources,That it can be difficult to treat and a lot of clinicans in my team (inc. me) do not always feel confident approaching/managing this
1,1749031352339,04/06/2025 10:02:32,1749034952339,1,04/06/2025 12:02:32,212748,2,questionnaire-5n73,,46831700,74vzcjlp,13572050,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Unsure,7,11 to 15,3,No,2,,,I know there are NICE guidelines in relation to OCD and BDD.,I am aware that David Veale has written about BDD so I would probably start by looking at his work.,I think it can often be confused with social anxiety and OCD. It feels like it's not as readily considered in comparison to other conditions. Perhaps it comes up more often in eating disorder CAMHS.
1,1749031870806,04/06/2025 10:11:10,1749035470806,1,04/06/2025 12:11:10,212748,2,questionnaire-5n73,,46832119,vtwfylac,13571707,,live,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1920x1080,1912x954,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both assessed and treated BDD,3,Less than once a year,5,0 to 5,1,No,2,,,NICE guidelines recommend CBT and SSRI treatment.,"A Therapist's Guide for the Treatment of BDD
CBT for BDD (Veale?)","I feel that the characterisation of body dysmorphia as being situated within an individual's faulty cognitions is a bit of a limited way of viewing this problem, and one that risks problematising a child's suffering. Understanding what it is a child is seeking to protect or move towards in their life by enacting a campaign against their own appearance is crucial for developing a treatment plan that does more than assuage the anxieties of the adults surrounding them."
1,1749031907949,04/06/2025 10:11:47,1749035507949,1,04/06/2025 12:11:47,212748,2,questionnaire-5n73,,46832142,lh40yqku,13571913,,live,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Unsure,3,,,Less than once a year,5,0 to 5,1,Unsure,3,,,None,None,
1,1749034123541,04/06/2025 10:48:43,1749037723541,1,04/06/2025 12:48:43,212748,2,questionnaire-5n73,,46834124,itx521it,13572450,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Never,6,0 to 5,1,No,2,,,None,None,
1,1749038391144,04/06/2025 11:59:51,1749041991144,1,04/06/2025 13:59:51,212748,2,questionnaire-5n73,,46836303,640tjtkn,13572880,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1274x570,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both assessed and treated BDD,3,Less than once a year,5,0 to 5,1,Not applicable (I haven't worked in other services),4,,,Yes,"Not aware, but use CBT model for BDD","In my experience it is often comorbid with social anxiety and low mood

I do not work with CYP with an eating disorder and I would imagine the prevelence in that population is much greater"
1,1749038820816,04/06/2025 12:07:00,1749042420816,1,04/06/2025 14:07:00,212748,2,questionnaire-5n73,,46836564,1xyyqcdc,13572972,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Unsure,3,,,Less than once a year,5,0 to 5,1,Unsure,3,,,none,none,
1,1749040084918,04/06/2025 12:28:04,1749043684918,1,04/06/2025 14:28:04,212748,2,questionnaire-5n73,,46837355,nhhx6prz,13572548,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Unsure,3,,,Unsure,7,0 to 5,1,Not applicable (I haven't worked in other services),4,,,none,none,Difficult to assess unless the young person is open to sharing their experiences with professionals
1,1749043171442,04/06/2025 13:19:31,1749046771442,1,04/06/2025 15:19:31,212748,2,questionnaire-5n73,,46839434,eo963n1c,13573525,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1920x1080,1912x928,Completed prevalence - clicked onto thanks and debrief,,0,BDD experience questions,15,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Unsure,7,11 to 15,3,No,2,,,All children should be offered CBT (Including ERP),Unsure,
END OF FILE
