Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-ul9c,checkpoint-yhhe,checkpoint-43k7,branch-r1a2,checkpoint-6g2b,Prevalence ranking object-2 Generalised anxiety disorder (GAD),Prevalence ranking object-2 Obsessive compulsive disorder (OCD) ,Prevalence ranking object-2 Specific phobia,Prevalence ranking object-2 Social phobia/social anxiety disorder,Prevalence ranking object-2 Panic disorder,Prevalence ranking object-2 Post-traumatic stress disorder (PTSD),Prevalence ranking object-2 Body dysmorphic disorder (BDD),Prevalence ranking object-2 Major depressive disorder (depression)
1,1748943870626,03/06/2025 09:44:30,1748947470626,1,03/06/2025 11:44:30,212748,2,questionnaire-gp33,,46783574,is4igd0g,13560190,,live,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Post-traumatic stress disorder (PTSD),Major depressive disorder (depression),Panic disorder,Specific phobia,Obsessive compulsive disorder (OCD) ,Body dysmorphic disorder (BDD)
1,1748943916687,03/06/2025 09:45:16,1748947516687,1,03/06/2025 11:45:16,212748,2,questionnaire-gp33,,46783616,2py0pcmm,13560210,,live,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x746,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Body dysmorphic disorder (BDD),Panic disorder,Social phobia/social anxiety disorder,Specific phobia,Obsessive compulsive disorder (OCD) ,Post-traumatic stress disorder (PTSD),Major depressive disorder (depression)
1,1748943961365,03/06/2025 09:46:01,1748947561365,1,03/06/2025 11:46:01,212748,2,questionnaire-gp33,,46783669,jt9ihgt0,13560218,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1920x1080,1912x928,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Post-traumatic stress disorder (PTSD),Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Major depressive disorder (depression),Obsessive compulsive disorder (OCD) ,Panic disorder,Specific phobia,Body dysmorphic disorder (BDD)
1,1748944516566,03/06/2025 09:55:16,1748948116566,1,03/06/2025 11:55:16,212748,2,questionnaire-gp33,,46784132,bo3be06b,13560257,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1920x1080,1912x928,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Major depressive disorder (depression),Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Obsessive compulsive disorder (OCD) ,Panic disorder,Post-traumatic stress disorder (PTSD),Specific phobia,Body dysmorphic disorder (BDD)
1,1748944671898,03/06/2025 09:57:51,1748948271898,1,03/06/2025 11:57:51,212748,2,questionnaire-gp33,,46784235,ea2pe2il,13560092,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1225x604,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Major depressive disorder (depression),Panic disorder,Post-traumatic stress disorder (PTSD),Obsessive compulsive disorder (OCD) ,Body dysmorphic disorder (BDD),Specific phobia
1,1748944867453,03/06/2025 10:01:07,1748948467453,1,03/06/2025 12:01:07,212748,2,questionnaire-gp33,,46784377,px2rhqv7,13560344,,live,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1366x768,1358x608,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Major depressive disorder (depression),Generalised anxiety disorder (GAD),Panic disorder,Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD),Obsessive compulsive disorder (OCD) ,Social phobia/social anxiety disorder,Specific phobia
1,1748945400233,03/06/2025 10:10:00,1748949000233,1,03/06/2025 12:10:00,212748,2,questionnaire-gp33,,46784819,a7j7fzvu,13560385,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Major depressive disorder (depression),Obsessive compulsive disorder (OCD) ,Post-traumatic stress disorder (PTSD),Panic disorder,Social phobia/social anxiety disorder,Specific phobia,Body dysmorphic disorder (BDD)
1,1748945431588,03/06/2025 10:10:31,1748949031588,1,03/06/2025 12:10:31,212748,2,questionnaire-gp33,,46784851,a90bh1p8,13559504,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1920x1080,1912x962,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Major depressive disorder (depression),Generalised anxiety disorder (GAD),Obsessive compulsive disorder (OCD) ,Specific phobia,Post-traumatic stress disorder (PTSD),Panic disorder,Body dysmorphic disorder (BDD)
1,1748945921462,03/06/2025 10:18:41,1748949521462,1,03/06/2025 12:18:41,212748,2,questionnaire-gp33,,46785300,w5nkpox8,13560333,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1366x768,1358x650,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Major depressive disorder (depression),Specific phobia,Post-traumatic stress disorder (PTSD),Obsessive compulsive disorder (OCD) ,Panic disorder,Body dysmorphic disorder (BDD)
1,1748948843763,03/06/2025 11:07:23,1748952443763,1,03/06/2025 13:07:23,212748,2,questionnaire-gp33,,46787856,z7jr3rme,13560812,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Post-traumatic stress disorder (PTSD),Obsessive compulsive disorder (OCD) ,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Major depressive disorder (depression),Panic disorder,Body dysmorphic disorder (BDD),Specific phobia
1,1748949409267,03/06/2025 11:16:49,1748953009267,1,03/06/2025 13:16:49,212748,2,questionnaire-gp33,,46788282,6cb72in1,13561121,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Major depressive disorder (depression),Post-traumatic stress disorder (PTSD),Social phobia/social anxiety disorder,Panic disorder,Obsessive compulsive disorder (OCD) ,Body dysmorphic disorder (BDD),Specific phobia
1,1748951417662,03/06/2025 11:50:17,1748955017662,1,03/06/2025 13:50:17,212748,2,questionnaire-gp33,,46789611,f9oxg8kw,13561452,,complete,,,mobile,undefined K,Android 10,Edge 136.0.0.0,360x880,360x696,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Panic disorder,Obsessive compulsive disorder (OCD) ,Post-traumatic stress disorder (PTSD),Specific phobia,Major depressive disorder (depression),Body dysmorphic disorder (BDD)
1,1748956342299,03/06/2025 13:12:22,1748959942299,1,03/06/2025 15:12:22,212748,2,questionnaire-gp33,,46795098,koygm5q9,13562824,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Obsessive compulsive disorder (OCD) ,Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Panic disorder,Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD),Major depressive disorder (depression),Specific phobia
1,1748962806104,03/06/2025 15:00:06,1748966406104,1,03/06/2025 17:00:06,212748,2,questionnaire-gp33,,46801995,sck80nvx,13565223,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Panic disorder,Major depressive disorder (depression),Post-traumatic stress disorder (PTSD),Obsessive compulsive disorder (OCD) ,Specific phobia,Body dysmorphic disorder (BDD)
1,1748962825389,03/06/2025 15:00:25,1748966425389,1,03/06/2025 17:00:25,212748,2,questionnaire-gp33,,46802007,tfg33lm0,13564833,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x768,1272x650,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Panic disorder,Generalised anxiety disorder (GAD),Major depressive disorder (depression),Obsessive compulsive disorder (OCD) ,Specific phobia,Body dysmorphic disorder (BDD),Post-traumatic stress disorder (PTSD)
1,1748964689519,03/06/2025 15:31:29,1748968289519,1,03/06/2025 17:31:29,212748,2,questionnaire-gp33,,46803582,1nde45cl,13565324,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x568,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Major depressive disorder (depression),Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Specific phobia,Panic disorder,Obsessive compulsive disorder (OCD) ,Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD)
1,1748977294708,03/06/2025 19:01:34,1748980894708,1,03/06/2025 21:01:34,212748,2,questionnaire-gp33,,46811193,t9qabfhw,13565276,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Body dysmorphic disorder (BDD),Panic disorder,Major depressive disorder (depression),Specific phobia,Obsessive compulsive disorder (OCD) ,Post-traumatic stress disorder (PTSD)
1,1748977367601,03/06/2025 19:02:47,1748980967601,1,03/06/2025 21:02:47,212748,2,questionnaire-gp33,,46811225,ywhrbqcy,13567972,,complete,,,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,393x852,393x659,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Major depressive disorder (depression),Obsessive compulsive disorder (OCD) ,Social phobia/social anxiety disorder,Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD),Panic disorder,Specific phobia
1,1749025707038,04/06/2025 08:28:27,1749029307038,1,04/06/2025 10:28:27,212748,2,questionnaire-gp33,,46826527,yacm5giw,13570868,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1216x538,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Major depressive disorder (depression),Obsessive compulsive disorder (OCD) ,Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD),Panic disorder,Specific phobia
1,1749029129987,04/06/2025 09:25:29,1749032729987,1,04/06/2025 11:25:29,212748,2,questionnaire-gp33,,46829842,zd6lnyf7,13571427,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Post-traumatic stress disorder (PTSD),Major depressive disorder (depression),Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Obsessive compulsive disorder (OCD) ,Body dysmorphic disorder (BDD),Specific phobia,Panic disorder
1,1749030227113,04/06/2025 09:43:47,1749033827113,1,04/06/2025 11:43:47,212748,2,questionnaire-gp33,,46830668,28t4oc60,13571703,,live,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1280x720,1272x594,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Major depressive disorder (depression),Obsessive compulsive disorder (OCD) ,Panic disorder,Specific phobia,Post-traumatic stress disorder (PTSD),Social phobia/social anxiety disorder,Body dysmorphic disorder (BDD)
1,1749030338934,04/06/2025 09:45:38,1749033938934,1,04/06/2025 11:45:38,212748,2,questionnaire-gp33,,46830750,a1xnknre,13571429,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Major depressive disorder (depression),Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Obsessive compulsive disorder (OCD) ,Specific phobia,Post-traumatic stress disorder (PTSD),Panic disorder,Body dysmorphic disorder (BDD)
1,1749030636891,04/06/2025 09:50:36,1749034236891,1,04/06/2025 11:50:36,212748,2,questionnaire-gp33,,46831035,tp17swac,13571811,,live,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Post-traumatic stress disorder (PTSD),Obsessive compulsive disorder (OCD) ,Panic disorder,Major depressive disorder (depression),Body dysmorphic disorder (BDD),Specific phobia
1,1749030740877,04/06/2025 09:52:20,1749034340877,1,04/06/2025 11:52:20,212748,2,questionnaire-gp33,,46831132,rlvjqf5g,13571595,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1232x602,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Panic disorder,Major depressive disorder (depression),Body dysmorphic disorder (BDD),Post-traumatic stress disorder (PTSD),Obsessive compulsive disorder (OCD) ,Specific phobia
1,1749031264240,04/06/2025 10:01:04,1749034864240,1,04/06/2025 12:01:04,212748,2,questionnaire-gp33,,46831634,ezvm46aw,13571948,,live,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Obsessive compulsive disorder (OCD) ,Major depressive disorder (depression),Post-traumatic stress disorder (PTSD),Panic disorder,Body dysmorphic disorder (BDD),Specific phobia
1,1749031511809,04/06/2025 10:05:11,1749035111809,1,04/06/2025 12:05:11,212748,2,questionnaire-gp33,,46831840,74vzcjlp,13572050,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Major depressive disorder (depression),Obsessive compulsive disorder (OCD) ,Social phobia/social anxiety disorder,Post-traumatic stress disorder (PTSD),Specific phobia,Panic disorder,Body dysmorphic disorder (BDD)
1,1749032005850,04/06/2025 10:13:25,1749035605850,1,04/06/2025 12:13:25,212748,2,questionnaire-gp33,,46832237,lh40yqku,13571913,,live,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Obsessive compulsive disorder (OCD) ,Major depressive disorder (depression),Panic disorder,Specific phobia,Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD)
1,1749032183909,04/06/2025 10:16:23,1749035783909,1,04/06/2025 12:16:23,212748,2,questionnaire-gp33,,46832400,vtwfylac,13571707,,live,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1920x1080,1912x954,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Specific phobia,Social phobia/social anxiety disorder,Post-traumatic stress disorder (PTSD),Obsessive compulsive disorder (OCD) ,Panic disorder,Major depressive disorder (depression),Body dysmorphic disorder (BDD),Generalised anxiety disorder (GAD)
1,1749034236065,04/06/2025 10:50:36,1749037836065,1,04/06/2025 12:50:36,212748,2,questionnaire-gp33,,46834199,itx521it,13572450,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Major depressive disorder (depression),Social phobia/social anxiety disorder,Body dysmorphic disorder (BDD),Obsessive compulsive disorder (OCD) ,Panic disorder,Post-traumatic stress disorder (PTSD),Specific phobia
1,1749038659629,04/06/2025 12:04:19,1749042259629,1,04/06/2025 14:04:19,212748,2,questionnaire-gp33,,46836463,640tjtkn,13572880,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1274x570,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Obsessive compulsive disorder (OCD) ,Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD),Major depressive disorder (depression),Panic disorder,Specific phobia
1,1749038910088,04/06/2025 12:08:30,1749042510088,1,04/06/2025 14:08:30,212748,2,questionnaire-gp33,,46836617,1xyyqcdc,13572972,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Specific phobia,Social phobia/social anxiety disorder,Panic disorder,Generalised anxiety disorder (GAD),Major depressive disorder (depression),Obsessive compulsive disorder (OCD) ,Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD)
1,1749040276013,04/06/2025 12:31:16,1749043876013,1,04/06/2025 14:31:16,212748,2,questionnaire-gp33,,46837496,nhhx6prz,13572548,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Panic disorder,Generalised anxiety disorder (GAD),Obsessive compulsive disorder (OCD) ,Social phobia/social anxiety disorder,Specific phobia,Major depressive disorder (depression),Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD)
1,1749043501950,04/06/2025 13:25:01,1749047101950,1,04/06/2025 15:25:01,212748,2,questionnaire-gp33,,46839634,eo963n1c,13573525,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1920x1080,1912x928,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Panic disorder,Social phobia/social anxiety disorder,Post-traumatic stress disorder (PTSD),Major depressive disorder (depression),Specific phobia,Obsessive compulsive disorder (OCD) ,Body dysmorphic disorder (BDD)
END OF FILE
