Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-ul9c,checkpoint-yhhe,checkpoint-43k7,branch-r1a2,checkpoint-6g2b,OCD Training object-2 Response,OCD Training object-2 Quantised,OCD training details object-3 Response,OCD training details object-3 Quantised,BDD Training object-4 Response,BDD Training object-4 Quantised,BDD training details object-13 Response,BDD training details object-13 Quantised
1,1749029112194,04/06/2025 09:25:12,1749032712194,1,04/06/2025 11:25:12,212748,2,questionnaire-ero5,,46829830,zd6lnyf7,13571427,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1749029873297,04/06/2025 09:37:53,1749033473297,1,04/06/2025 11:37:53,212748,2,questionnaire-ero5,,46830384,rlvjqf5g,13571595,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1232x602,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1749030212589,04/06/2025 09:43:32,1749033812589,1,04/06/2025 11:43:32,212748,2,questionnaire-ero5,,46830656,28t4oc60,13571703,,live,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1280x720,1272x594,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1749030319772,04/06/2025 09:45:19,1749033919772,1,04/06/2025 11:45:19,212748,2,questionnaire-ero5,,46830739,a1xnknre,13571429,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,Yes,1,Only the diagnosis of BDD,1
1,1749030561157,04/06/2025 09:49:21,1749034161157,1,04/06/2025 11:49:21,212748,2,questionnaire-ero5,,46830943,tp17swac,13571811,,live,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Only the diagnosis of OCD,1,Yes,1,Only the diagnosis of BDD,1
1,1749031249960,04/06/2025 10:00:49,1749034849960,1,04/06/2025 12:00:49,212748,2,questionnaire-ero5,,46831613,ezvm46aw,13571948,,live,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1749031496140,04/06/2025 10:04:56,1749035096140,1,04/06/2025 12:04:56,212748,2,questionnaire-ero5,,46831823,74vzcjlp,13572050,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1749031988720,04/06/2025 10:13:08,1749035588720,1,04/06/2025 12:13:08,212748,2,questionnaire-ero5,,46832213,lh40yqku,13571913,,live,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1749032171094,04/06/2025 10:16:11,1749035771094,1,04/06/2025 12:16:11,212748,2,questionnaire-ero5,,46832379,vtwfylac,13571707,,live,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1920x1080,1912x954,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,Yes,1,Both the diagnosis and treatment of BDD,3
1,1749034209186,04/06/2025 10:50:09,1749037809186,1,04/06/2025 12:50:09,212748,2,questionnaire-ero5,,46834166,itx521it,13572450,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1749038530550,04/06/2025 12:02:10,1749042130550,1,04/06/2025 14:02:10,212748,2,questionnaire-ero5,,46836379,640tjtkn,13572880,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1274x570,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,Yes,1,Both the diagnosis and treatment of BDD,3
1,1749038867679,04/06/2025 12:07:47,1749042467679,1,04/06/2025 14:07:47,212748,2,questionnaire-ero5,,46836604,1xyyqcdc,13572972,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,Yes,1,Both the diagnosis and treatment of BDD,3
1,1749040243476,04/06/2025 12:30:43,1749043843476,1,04/06/2025 14:30:43,212748,2,questionnaire-ero5,,46837472,nhhx6prz,13572548,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1749043422386,04/06/2025 13:23:42,1749047022386,1,04/06/2025 15:23:42,212748,2,questionnaire-ero5,,46839572,eo963n1c,13573525,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1920x1080,1912x928,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
END OF FILE
